,stemmed,sentiment
9316,kontol kamu kog jarang keluar bang,-1
9317,kontol kamu lim semangat kamu bangsat biar sukses goblok kamu,-1
9318,kontol kamu njeng pepek kuda,-1
9319,kontol kamu ric kapan buat video kentot ma pacar kamu,-1
9320,kontol kamu ric muka tampan produk lokal konten hibur taii hahahahaha,-1
9321,kontol kamu rick maen pb ae raka bilang faedah tonton bodoh gitu ama benci kontol,-1
9322,kontol kamu erick,-1
9323,kontol kamu yaa,-1
9324,kontol kamu yg goreng,-1
9325,kontol kau berat belah,-1
9326,kontol erik kolim,-1
9327,kontol kontol kontol,-1
9328,kontol kontol masuk puki,-1
9329,kontol lo,-1
9330,kontolkamujess,-1
9331,kontolkamuaning,-1
9332,kontolkamuric,-1
9333,kontolkamurik wkwkww,-1
9334,kontol luuuu ericko,-1
9335,kontol mage,-1
9336,kontol mah kebal bait,-1
9337,kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis kontol manis,-1
9338,kontol vagina,-1
9339,kontol vagina anjinv,-1
9340,kontol moga sukses kamu vagina,-1
9341,kontol kentot tertawa lebih toxic lgi dong,-1
9342,kontol kentot,-1
9343,kontol no limit by the way erick kaya vagina tayo mampir kontol,-1
9344,kontol onta,-1
9345,kontol ributin notif saja anjing,-1
9346,kontol rick,-1
9347,kontol rick makin banyak benci makin banyak adnsandse,-1
9348,kontol sangat keren eh maksud ku kontol eh kontol konten anjing,-1
9349,kontol semua isi jujur aku kalau nonton videokamu sumpah selalu tertawa aku semangat rick,-1
9350,kontol smua anjing,-1
9351,kontol tertawa anjing,-1
9352,kontol udah benci aku baca komentar aku anjing bangsat,-1
9353,kontol,-1
9354,kontol x,-1
9355,kontol yourbae aku benci arap,-1
9356,kontol,-1
9357,kontolkolim feler bapak kau gede,-1
9358,kontoll,-1
9359,kontollkamubang anjingng,-1
9360,kontoll kentot kamu bngsd banyak bacot kamu kontol kontol muka bangsat chanel faedah yt,-1
9361,kontoll plis,-1
9362,kontoll tol kontoll toll kontoll kentot ngentodd nihh ambil uang aku beli sabun,-1
9363,kontolll,-1
9364,kontollll,-1
9365,kontolllll,-1
9366,kontolllllll,-1
9367,kontol deek,-1
9368,kpan indonesia maju bangsatt mit en grit kamu semua pd salam gemar anjing mnding hapus tu cenel anjing,-1
9369,kritik banyak dislike dikit like harga orang karya conten bang eriko yaa suka lah by the way ngasal koment kontol,-1
9370,ku bingung pola pikir benci kontol tentu punya bacot luar biassa,-1
9371,kurang iklan tambahin erick gabakal aku skip by the way love dong kontol,-1
9372,kurang iklan tambahin erick gabakal aku skip by the way love dong kontol,-1
9373,kurang lama video ny anjing wkwkk aku betah nontonnya bang wkwkw,-1
9374,kurang lama video bangsattttt,-1
9375,kwkw biasa nonton chanelnya eriko lim jijik sama bokap malah ketawa tertawa ketawa bokap sudah tau mana baik buruk pun enggak pernah laku apa di lakukkan eriko karan bokap normal enggak para benci anjing asal ngomong ada otak bngsag heaters kontol heatters club,-1
9376,kwkwk seru anjing,-1
9377,kwkwkwkw aku tertawa berapa banyak kontol d sini,-1
9378,apa benci begooo benci vagina,-1
9379,lah anjing kentot bacot ajakamuorang kotor bangsad biarin emng sifat si erick geh youtubers punya ciri khas sendiri anjing,-1
9380,lah apa hakkamungetik gin tolol semua orang punya hak pilih apa dia ingin tod,-1
9381,lah dasar netizen ini chanel family friendly banget tertawa mulu kampret nonton erik,-1
9382,lah e lim emang dah akrab sama toxic justru kalau ubah malaikat ditakedown channelnya kalau kamu liat channel laen yg collab bareng e lim sering bilang kalau sikap depan belakang layar beda channel bawa gantung dong dah lelah bangsat ngetiknya cuma buat ngasih tau people klosed minded,-1
9383,lah konten pantas ngk didik orang orang tolol mati you don t deserve being on youtube,-1
9384,lah like dah si kontol ni,-1
9385,lanjut tetep karir kamu bangka biasa usah jelek in coba kalok aib kamu sebar in mau apa tiap org beda buat erickolim buat videoyg agk didik pihak siapa maaf apbila buat kalian sakit hatiiu walaupun kamu sering toxic sisi elu depan kamera doang di balik kamera kamu baik banget nyata,-1
9386,lanjutin karya bodohkamukontol,-1
9387,lanjut erick kontol krna prilaku sifat jamin dirikamuburuk yg kira,-1
9388,leh ugha si kontol,-1
9389,like anjing erick,-1
9390,like lah komenku demi nonton dimarahin ayah aku,-1
9391,like pertama aku anjing,-1
9392,lo anjing goblok kontol anjingkamuseneneg ngomong kotor emangkamusurganya neraka,-1
9393,lo emng bangsat aku suka liat tingkah laku looo wkwkwk tingkat goblok brooo,-1
9394,lo tampan anjing,-1
9395,lo tampan sumpah uka di tontong anjingg,-1
9396,lo jelek,-1
9397,lo kalau mau nyari faedah sekolah anjing nyari rumus fisika quantum ajar anjing sini hibur doang kontol kalau suka tonton bangsat makin kaya goblokkamunya pulang bacot habis laper goblok wkwkwkwk,-1
9398,lo kirakamuganteng haaa anjing tertawa aku asw kwkwkwk,-1
9399,lo kontol dede gaming lebih baik buat drpd yg kemarin produktif youtube,-1
9400,lo kentot kontol lho kecil,-1
9401,lo semua kontol triggered,-1
9402,kamu mirip pink guy anjing bangsad,-1
9403,ngatain reza view kaya gurun padahal video lho yg view kaya gurun cuma k view bangga kontol malah lebih banyak punya reza erico kontol makan jmbt sana lho kontol,-1
9404,tu tampan banget anjing bangsat,-1
9405,lol bkan singkat tolol dek muka kontoolll muka kontol,-1
9406,lol kontol is back y anjing kontol,-1
9407,love you so much rick aku sbnrnya pernah ntn kamu sblm yutub waktu facebook teriak kontol,-1
9408,loveyouuuuuuuuu bang kontol,-1
9409,lu tulis benci kontol lo,-1
9410,lu baca komentar sih kontol,-1
9411,lu emang kaya kontol tau aku subscribe sama like aneh tapi nyata by the way tunggu video di xvideos ato xnxx if you know what i mean,-1
9412,lu benci tobat apa dasar kontol ngehina channel orang channelkamukalau hina mau kalau mau sekarang channelkamugue bully basi,-1
9413,lu kapan baik anjing tiap harikamuauto ngomong jelas botakkamumana,-1
9414,lu kalau ngomong kasar inget tuhan g bang wkwkw,-1
9415,lu koment jelek gitu nambah nambahin dosa,-1
9416,lu kayak kontol aku suap krep wkwkwkkwkwk,-1
9417,lu hibur anjing,-1
9418,lu ngomong kontal kontol satu video biar buat ketawa wkwkwkwk,-1
9419,lu sangat tampan bangsat,-1
9420,lu semua bilang chanel erick didik anjingkamuaja yg ambil positifnyakamucuma bisa cari negative doang bngst nyari salah orang jago bangetkamuerick didik banget yah pernah bilang dont judge the proces itu sangat motivasi aku seperti kalian benci benci kontol yg jago cari salah dunia anjing mati ajakamusana kentot,-1
9421,lu suka melet beratikamuhebat jilmek anjing bangcad ngentut bokep taiiii,-1
9422,lucu liat komennya suka jangan tonton vagina,-1
9423,luh keren bang buly luh konyol ajggg,-1
9424,luh suka buat konten unfaedah youtube psikopat men luh buat judul video aj asa unfaedahnya liat video luh lebih baik balik aj rahin emak luh luh lanjutin hidup yg banyak dosa tobak rick,-1
9425,lumayan benci banyak uang lancar anjing,-1
9426,lyufid ytg kalau ada arap ada rewind tolol,-1
9427,m subscribe berani masukin bo cabe kontol kamu wkwokw,-1
9428,maaf salah aku pake laptop dimarahin ayah aku,-1
9429,maaf gaes aku tadi lihat memeknyanjing didik kagak scene kasur banyak antem banyak daerah aku anak kecil ngikutin yg sinetron netijen bangsat emng benci kamu kubu roket yg gasuka youtuber yg sukses yg mau ngelewatin yg cerita astronot,-1
9430,maaf kalau kasar,-1
9431,macam kontol belagu tll sini sama aku aj,-1
9432,main pb dong anjing bosen aku bangsat liat gin terozz,-1
9433,makan jemboet sana,-1
9434,makan jembut dlu biar benci neng,-1
9435,makan jembut lagikamusono goblok haha hina tolol,-1
9436,makanya kalau hamil jangan entot ros tar kepala kena kontol lah anak tolol,-1
9437,makin banyak benci makin banyak duit,-1
9438,makin omongin makin banyak duit ngentotam apa anjing,-1
9439,makin kamu ngina makin banyak uang bokep goblok hilang atur gituan anjing,-1
9440,maksa banget menit anjing,-1
9441,maksa menit outronya menit lebih jingpi kamu buat ketawa sedih,-1
9442,maksa menit kontolllll,-1
9443,maksain menit kontol,-1
9444,malah tertawa anjing faaakkk ni org komentar malah buat lelucon brengsek da waktu,-1
9445,malah toxic toxic ciri khas kamu rick and buat tertawa terus beda laindi youtuber anjing,-1
9446,malam banget anjing,-1
9447,maling sial kontol kentot,-1
9448,mampir chanelku yg suka bokeb,-1
9449,mana benci yg baik suka samakamuhaters benci tidak suka samakamuyg ting adnsensekamulancar anjinkkkk,-1
9450,mana drama anjing,-1
9451,mana benci bangsat,-1
9452,mana benci emng jahat bang mana ad benci baok kamu ngegas vagina anjing isap,-1
9453,mana hina erick kontol benci kontol,-1
9454,mana janji kamu rick juta sus botak upload konten yg tolol tolol,-1
9455,mana janjikamukontol kata juta sucreber botakkk,-1
9456,mana mukakamubangsat tunjukin sampah,-1
9457,mana ni benci nonton ngk komenkamupada udah di review ama erickontolim,-1
9458,mana nihh ngehate cari komentar anjing,-1
9459,manfaatin benci buat kaya wkkk,-1
9460,mangkanya kalau ntnn video tonton sampe selesai kontol,-1
9461,mangkin erik ajarin orang tua bicara anjing kontol bacot orang tuakamuluar biasa,-1
9462,mantaapp anjing agi,-1
9463,mantap anjeeengg makin motivasi guaertain daong,-1
9464,mantap anjing iklan no skip skip biarkamuga miskin ea anjing,-1
9465,mantap anjennkkkk,-1
9466,mantap anjing aku suka kamu kentot t,-1
9467,mantap anjing,-1
9468,mantap anjinkkk,-1
9469,mantap bang suka gaya luu tetep stay cool bangni goblok save erikontolim,-1
9470,mantap gan abak bangsad terus kembang,-1
9471,mantap lah njinx aku tujuh benci bangun diri makan bait,-1
9472,mantap mau bela soapermah gitu penting buat debat ama benci kaya kontolmah ada waktu lebih baik urus diri sendiri ngurusin orang tidak tidak punya otak tolol dna,-1
9473,mantap erick ong gundul lah njing,-1
9474,mantap tod,-1
9475,mantapu kamu ngeres haha suka bilang vagina kontol bagai,-1
9476,mantep bang video motivasi banget bangannel kamu terus tanya kamu pah papa ngapain kentot anjing gitu anjing,-1
9477,mantep ea dong kontol,-1
9478,mantul kali kao bangloe bang kalian yg suka ngata in eric nyadar bro nyadar muka kamu apa kambing kalian hanya tw komentar kalian iri kn kalian kenal bngst parah bully eric,-1
9479,mao gmna jga ttp gemar gtau bocah mana ngeheatrskamutapi yg saya tau bocah kontol,-1
9480,mas erickoookamujelek tampan muka miskin kayakamubodoh pinter tapikamujago ngehibur meski pake kata kata kotor mantab banget,-1
9481,mati aj kamu bngsaat sesat chanel kamu anjing,-1
9482,mati aj kamu bngsat yg subrcibe kamu emng gblok smua pling ngrti agama smua chanel kamu anjing,-1
9483,mau bagaimana jugakamuyg pentingkamungehibur kontollll,-1
9484,mau bagaimana tetep yg like bnyk kontol berisikkamupada,-1
9485,mau terus ericko lim jangan dengar apa kata heaters cumankamusatu satu youtuber kontol,-1
9486,mautaunamasaya cariajasendiri peduli ama biarin kominfo tau youtube blokir lama lama bnyk yg laporin kontol,-1
9487,meliuner titid woy kontol ti rex cuma jelasin bangsat,-1
9488,mem k ngilu anjing weh bang tertawa kontol wk,-1
9489,memang indonesia mayoritas muslim apa salah muslim subscribe channel bukan nonmuslim muslim banyak yg subscribe bukan orang islam kristen katolik paling benci orang yg comment bawa bawa agama,-1
9490,memang indonesia mayoritas muslim apa salah muslim subscribe channel bukan nonmuslim muslim banyak yg subscribe bukan orang islam ada kristen katolik saya paling benci orang yg comment bawa bawa agama,-1
9491,meme sz kontol,-1
9492,vagina anjing kamu kontol,-1
9493,vagina chanell kotor bangsat kontol akmj anjing kontol vagina jembut,-1
9494,vagina emak juga ngilu udah lahirin malah ngurusin hidup orang v,-1
9495,vagina ku ngilu selesai colek kena sakit,-1
9496,vagina ngilu anjing,-1
9497,vagina ngilu mana reaksi si erick,-1
9498,vagina ngilu tertawa anjing wkwk,-1
9499,vagina ngilu wkwkwkwk tertawa menya eriko lim jijik sama bokap malah ketawa tertawa ketawa bokap sudah tau mana baik buruk pun enggak pernah laku apa di lakukkan eriko karan bokap normal enggak para benci anjing asal ngomong ada otak bngsag heaters kontol heatters club,-1
9500,memekos kontolos enakos maknyokos,-1
9501,lebih baik erick pada liat majelis lucu yg lucu mana botak kacamata anjing,-1
9502,lebih baik kamu entot deh ama kim hime phisawaras kamu aku rasa hibur biyar mukak kamu kekkontol w suka gaya kamu aku ngomong kasar gin gara kamu kontol balik aku yg dluuu kentot gara gara kamu nie asuu tular aku anjing jangan lupa like and dislike yaa tod,-1
9503,hina ericolim percuma guna ada buat dosa wkwkwk,-1
9504,saya lama erick hina suku ras agama santai sih nntn buat hibur semata bukan buat contoh,-1
9505,rata bocah semua anjing yg komenkamuric,-1
9506,meski erick banyak orang yg bilang kamu ajing kamu bangsat sini selalu belah kamu,-1
9507,meski kamu kontol komentar mu bulli mulu kamu tetep tampan aku ikut setia no dunia,-1
9508,migdal makanuay matiin notifnya kontol,-1
9509,pikir baru ngomong bocah tolol,-1
9510,pikir tolol kalian benci manfaatin bang zaman hp terus ngapain kauu datengin rumah kau bodoh kali lah kalau kalian mau jalans sama temenpasti enggak mungkin akan chat temen yg jauh maanfaat kembang zaman lah tod bodoh kali kelen benci kalau mau benci comentnya yg masuk akal lah,-1
9511,minta wa dong kime hime jelek,-1
9512,mkan anjing bangsat eric kontollllllllll wkwkwkwkwkwkwkwkwkwkwkwkwkw,-1
9513,mmk linu anjingg wkwkw,-1
9514,mnt cukup anjing jam lah tertawa aku akmj,-1
9515,mobelejen ngiklan teroosss kontol,-1
9516,mohon yang bully erickamutuh tolol bangsat cobakamujadi eric terus karyakamudi hujat pikir goblok netijen yg otak somplak pikir tolol,-1
9517,mona kontol,-1
9518,motivasi banget si anjingemua,-1
9519,muhammad tuah yah kamu ngapa ribut sini anjing entar malah datang komentar,-1
9520,muka cem kontol,-1
9521,muka jelek gpp bang b,-1
9522,muka kamu anjing aku rugi nonton youtube kamu anjing,-1
9523,muka kamu jelek anjing mana sini pacar kamu oe eue,-1
9524,muka kamu kaya kontol kamu da benar entot,-1
9525,muka kamu kaya taun anjing,-1
9526,muka kaya sampah anjing goblok tai nangsat kotor,-1
9527,muka kontol,-1
9528,muka ku jelek kaya kon ol,-1
9529,mukakamuganteng bg ericolim jangan open yg bullykamuyg bullykamuitu org yg ad karya nilai karya org jelek apa padahal karya lebih tolollll,-1
9530,mukakamujelek kaya me ek,-1
9531,mukakamukaya kontol suka loco batmen anjing kontol,-1
9532,mukakamukayak kontol anjing muka kayakkamuitu kasih lumas kentot hahhahakamukagak ngelawak mukakamuudah lucu anjing selangkang monyet,-1
9533,mukakamukayak kontol kuda,-1
9534,mukalo kaya kontol bang,-1
9535,mukalo kontol,-1
9536,mukalu kontol belah,-1
9537,mungkin iri kali bang banyak bacot bisa karya benci kontol muka vagina keluarga anjing,-1
9538,mungkin punya kontol vagina yg punya jembut,-1
9539,mungkin yg sering ngebully mu rick iri sama kamu subscriber kamu juta wkwk iri kalian anjing,-1
9540,mylike brati kamu dukung rusa moral bangsa anjing bangsat kontol suka nonton saya ngedukung si toxic bangsat wkwkw,-1
9541,nahh gitu dong ngegas aku suka gaya kamu tod wkwkw,-1
9542,nahh tuju ngapain bawa agama ericko tidak ngehina agama apa salah,-1
9543,najis banget w subscribe u anjing konten begokkkk tolol akhlak sama mah anak setan anjing dajal emg loo erick kolim dajjallllllllllll,-1
