stemmed,sentiment,labeling,filtered,cekTF-IDF
lawak ngediss mabok toxic bebas goblok nista agama gaada salah salah,-1,kasar,goblok nista,ada
vagina bacot,-1,kasar,bacot,ada
vagina ngilu,-1,tidak kasar,,tidak ada
vagina ngilu,-1,tidak kasar,,tidak ada
vagina,-1,tidak kasar,,tidak ada
vagina lu,-1,tidak kasar,,tidak ada
vagina ngilu,-1,tidak kasar,,tidak ada
vagina ngilu ajigtol,-1,tidak kasar,,tidak ada
vagina ngilu anjir,-1,kasar,anjir,ada
vagina ngilu aowkwowkow,-1,tidak kasar,,tidak ada
vagina ngilu broo,-1,tidak kasar,,tidak ada
vagina ngilu bwahahahahaa,-1,tidak kasar,,tidak ada
vagina ngilu tertawa anjing gan konten bagus njir mainin pb game yg coba bang fortnite apakek viewers subscribe nambah,-1,kasar,anjing,ada
vagina awoakwoakwosk,-1,tidak kasar,,tidak ada
vagina orang komentar hate pgn msk videokamu goblok,-1,kasar,goblok,ada
mempan anjir erico lim katain orang kebal jir,-1,kasar,anjir,ada
mentang mentang bego gratis borong smua bego,-1,kasar,bego bego,ada
hatersnya bego bosen nonton video erikolim hibur tuntun,-1,kasar,bego,ada
bangsat emang bang benarkamuitu,-1,kasar,bangsat,ada
miko zk cebong erti,-1,kasar,cebong,ada
mkan jembut,-1,kasar,jembut,ada
mkn jembut bg,-1,kasar,jembut,ada
mmmmpppsss ahhhhh bau vagina awokwkwkwk,-1,tidak kasar,,tidak ada
mntp i very love you soapkingg lnjt vagina,-1,tidak kasar,,tidak ada
motivasi anjir tertawa wkwkkwkwk motivasi,-1,kasar,anjir,ada
mphhhhhhhhhhhhhhsssssssss ahhhhhhhhhhhh bu vagina,-1,tidak kasar,,tidak ada
mudah ituuuuuuuu kontol pindah kepala,-1,kasar,kontol,ada
muhamad andrianto bacot,-1,kasar,bacot,ada
muhammad tuah woi biji bacot kentot,-1,kasar,bacot,ada
muka erickolim tampan ea kimak kotor,-1,kasar,kimak,ada
muka kotor mo,-1,tidak kasar,,tidak ada
muka jembut hahaha makan jembuttt,-1,kasar,jembut,ada
muka ngaceng,-1,kasar,ngaceng,ada
muka tai,-1,kasar,tai,ada
mukalu kaya vagina,-1,tidak kasar,,tidak ada
mukekamumakin kucel jarang mandi ni bcah,-1,kasar,kucel,ada
mulut gitu omong astaga uda ajak antem mampus,-1,kasar,mampus,ada
yg hate liat channelnya filthy frank hibur anjing syukur ya contoh ribet manusia,-1,kasar,anjing,ada
mustahil orang ngikutin makan jembud erick ngikutin arti goblok uda tau jijiq diikutin bocah jgnkan makan bentuk tau jd tau hibur,-1,kasar,jembud goblok,ada
mampuskamupada haters komentar erick kesel,-1,tidak kasar,,tidak ada
najis,-1,kasar,najis,ada
najis goblok banget yg komentar subcriber beli,-1,kasar,najis goblok,ada
najis sapscreb canel,-1,kasar,najis,ada
napa pantat tebel,-1,kasar,pantat,ada
tertawa ajg vagina ngilu kali lahir operasi vagina bg anus kali ya pantat muka,-1,kasar,pantat,ada
tertawa anjinkr anak papa papa makan jembut coba,-1,kasar,jembut,ada
tertawa anjirtap boss benci mah tetep sans banyakin konten yak haterskamumiskin humor nymakin miskin goblok beli kouta ngehate goblok,-1,kasar,miskin goblok goblok,ada
tertawa dengar vagina ngilu anjay,-1,tidak kasar,,tidak ada
tertawa pas bilang bau vagina,-1,tidak kasar,,tidak ada
tertawa kampang,-1,kasar,kampang,ada
tertawa liat komenan bocah tolol suka tonton bego pelihara ups,-1,kasar,tolol bego,ada
ngapain dengerin benci ngaku benci nontonin video kak dasar benci bego semangat kakk,-1,kasar,bego,ada
ngata in ngetik gabisa pake titit koma,-1,kasar,titit,ada
cat jembut brp duit bang eh rambut,-1,kasar,jembut,ada
kentot wkwkwkin konten yg faedah haahah dasar kafir laknatillah,-1,kasar,kafir,ada
kentot,-1,tidak kasar,,tidak ada
kentot bareng cok,-1,tidak kasar,,tidak ada
kentot iklan menit skip,-1,tidak kasar,,tidak ada
kentot iklan wkwkwk,-1,tidak kasar,,tidak ada
kentot kuy,-1,tidak kasar,,tidak ada
kentot,-1,tidak kasar,,tidak ada
kentot lo,-1,tidak kasar,,tidak ada
ngentotkamusemua,-1,tidak kasar,,tidak ada
kentot wkwkwk,-1,tidak kasar,,tidak ada
kentot yg bacot,-1,kasar,bacot,ada
kentot yok,-1,tidak kasar,,tidak ada
kentot yuk a tete,-1,tidak kasar,,tidak ada
kentot yuk kak,-1,tidak kasar,,tidak ada
ngeteh asu bau vagina,-1,tidak kasar,,tidak ada
ngeteh asukkk wess mangan ora udut paru paru orak smille hmppsshhh bau vagina kwkwkwk,-1,tidak kasar,,tidak ada
ngewe,-1,kasar,ngewe,ada
nihh astronot bacot,-1,kasar,bacot,ada
njer makan jembut,-1,kasar,jembut,ada
njirrr ngeliat muka kepingin garuk garuk pantat,-1,kasar,pantat,ada
njirrr vagina ngilu asam urat vagina a tau bang,-1,tidak kasar,,tidak ada
no skip videokntol bego yah,-1,kasar,bego,ada
yeah cium aroma vagina,-1,tidak kasar,,tidak ada
oi goblok tai,-1,kasar,goblok tai,ada
oprasi vagina anjgt,-1,tidak kasar,,tidak ada
orang bego yg benci,-1,kasar,bego,ada
orang buta ngatain ericko tampan,-1,kasar,buta,ada
orang idiot jenius,-1,kasar,idiot,ada
orang indo ngebacot awto capslock an yg yg buruk bro youtube bebas usia kasih tau yg skrng yg subcriber dah yg nonton power influencer kuat yg pengaruh orang yg aw karin jdi saran aj skrng konten yg langsung pintas makan jembut dipikirin power yg gede skrng saran doang makasih,-1,kasar,jembut,ada
orang lestari rick toxic ngefek konten hibur ton dasar anak kampang,-1,kasar,kampang,ada
orang yg nda suka video goblok nda suka nonton dasar orang kontol,-1,kasar,goblok kontol,ada
orang yg ngehate pd so pinter bangat pdhl mah kiat bego elu,-1,kasar,bego,ada
org miskin ngasih panggung banga iri tu emang semangat bg,-1,kasar,miskin,ada
orng ngehatekamutapi tertawa nontonkamutiap candakamuga kandung sara ya dar canda ngapain ambil pusing ngehatekamubisa kaya bkn fanbase anjir kwkw,-1,kasar,anjir,ada
oy cebong kenal mak oy,-1,kasar,cebong,ada
oy kentot manee botakkk,-1,tidak kasar,,tidak ada
bacot mulu kaya bocah ml,-1,kasar,bacot,ada
tolol ajah subscribe bilang gasuka nonton tonton dasar otak udang otak semut,-1,kasar,tolol,ada
enak emang ngomong bau vagina bokin,-1,tidak kasar,,tidak ada
pantat baja,-1,kasar,pantat,ada
pantat level max x,-1,kasar,pantat,ada
pantat level njing,-1,kasar,pantat,ada
pantatkamutebel bang,-1,tidak kasar,,tidak ada
pantat tebal luv luv,-1,kasar,pantat,ada
pantat tebel banget ni orang,-1,kasar,pantat,ada
pantat tipid hqd h,-1,kasar,pantat,ada
pantat tipis,-1,kasar,pantat,ada
pantat tipis njeng akakakaa,-1,kasar,pantat,ada
pantat tebal kayak astronot,-1,kasar,pantat,ada
papa yg makan jembut,-1,kasar,jembut,ada
benci suka channel erick sila minggir kontol,-1,kasar,kontol,ada
ken muntah liat mukakamugoblog jijik lakukamuanjin udah autis kakak kayakamumending bunuh erick sumpah tetep dukungkamuko erick kembang erick konten sampahkamuyaa semangat ericontollll,-1,kasar,autis,ada
benci kontol ngehate org yg pantat tebal dunia,-1,kasar,kontol pantat,ada
pingin jd heaterskamuaja ah biar faedah bau vagina,-1,tidak kasar,,tidak ada
pingin kentot,-1,tidak kasar,,tidak ada
plagiat tai,-1,kasar,tai,ada
plis jancuk kangen goblok elu wkwkwk,-1,kasar,jancuk goblok,ada
pocong mohon paham kimak,-1,kasar,kimak,ada
poko cerdas nonton nonton suka nonton bokep anjing,-1,kasar,cerdas bokep anjing,ada
puja jembut eriko ulululululul,-1,kasar,jembut,ada
rama rendika gemar puja setan,-1,kasar,setan,ada
rambut alay ganti ngapa coyy,-1,kasar,alay,ada
rambut cukur udah kaya jembut keriting wkwkwk,-1,kasar,jembut,ada
rapstronot tu banci banci,-1,kasar,banci banci,ada
rapstronot roket bencong tok toket anjgggggg,-1,kasar,bencong,ada
rick botakin palakamudong biar keren si justin bentuk kontol rambut heheheheh demen ua skip mamam noh haha klan dikit rick skip,-1,kasar,kontol,ada
rick iklan honkai impact mainin rick sapa tau birah,-1,tidak kasar,,tidak ada
rick idiot pilih kasih yg baca yg hate doang diss komentar ah biar baca ama erickontorupi tetal harga manusia,-1,kasar,idiot,ada
rick kaya gabakal juta drama lg arap manjat kentot,-1,tidak kasar,,tidak ada
rick si kim hime main kuat brapa ronde baca komentar jancuk,-1,kasar,jancuk,ada
rick jarang uploadkamujadi pink gay,-1,kasar,gay,ada
rick mukakamuitu tampan banget sumpahh benci commen bilangkamujlk emang buta gituu,-1,kasar,buta,ada
rick kentot kuy,-1,tidak kasar,,tidak ada
rick ngewe ama kim gp,-1,kasar,ngewe,ada
rick saran bokep yg hype coli pake foto lego yg pp anjr,-1,kasar,bokep,ada
erick emang muka kaya kontol kelakuanlu kaya kampang kontol kekapmpanganlu yg suka chanel beda yg,-1,kasar,kontol kampang kontol,ada
erick pas kentot videoin,-1,tidak kasar,,tidak ada
sabar bang hidup indo atur netizen bangsat yg hidup mlh ngatur orang sempurna v,-1,kasar,bangsat,ada
sabar bang hate kampret banget suka hate bang,-1,kasar,kampret,ada
sabar erick yakinkamupasti sukses kontol club,-1,kasar,kontol,ada
salam jembut bang,-1,kasar,jembut,ada
sans erick terinpirasi banget selesai nonton videokamu im piatu pokok the best rick cheers ang wkwk,-1,kasar,piatu,ada
saran apus chanelkamulngsung give away yayasan vagina indonesia thnxx,-1,tidak kasar,,tidak ada
saschia azhari bilang omong batas liat refleksi main bacot doang kritik terima yg udah nama simpang,-1,kasar,bacot,ada
bang n video kentot ma pacar,-1,tidak kasar,,tidak ada
suka tolol alami tuhan,-1,kasar,tolol,ada
sebenernya suka erick semenjak pantau tolol goblok jdi suka yaa bangsad i like kegoblokn yg unfaedaah muehehe,-1,kasar,tolol goblok,ada
semangat karya bang erik kontenkamulo lucu ngibur orang yg bilangkamuraja toxic anggap gaya hidupkamulanjut karya tunggu vidiokamulanjut salam kontol bulu odoh elu bang erick kontol,-1,kasar,tunggu kontol kontol,ada
semangat chanel youtube mas bro ericholim omong benci miskin dengar rendah dilakuin ato yg dewasa erti mksd komentar,-1,kasar,miskin,ada
semenjak subskamutol stiap ngumpul ama temen sukur smwa pd ketawa ngaqaq ajar ngikutin gaya ngmngkamuyg bajing n kotor bangsa hewan liar smwa org yg kasar jorok ngikutin sifat watak aslikamuibaratkamuneng ngmng kasar berprilaku acakadul tapikamuinget bahwasannyakamumsih inget temenkamutemen susah bantu temen neng neng dripadakamuprilaku ngmng alus nusuk bangzaaaaaadddd,-1,tidak kasar,,tidak ada
semenjak ntn elu suka ngomong anjing bansatt,-1,kasar,anjing,ada
moga subscribe bang erik nambah benci suka ngebuli orang udah ngedit ampe tidur dankamungejeg enak dasar benci kontol,-1,kasar,kontol,ada
elu bacot kentot bacoottttt,-1,kasar,bacot,ada
mudah anjing suka gayakamurik,-1,kasar,anjing,ada
sengat bang erick w tau mulut n klakuan kaya kontol hati bet,-1,kasar,kontol,ada
serah videoapa bego,-1,kasar,bego,ada
setai tainya tai taikamukntl read kentul,-1,kasar,tai,ada
setan,-1,kasar,setan,ada
liat video teladan qyuh tau vagina ngilu,-1,tidak kasar,,tidak ada
setoxic eriko udah ngomong serius suka motivasi anjing,-1,kasar,anjing,ada
si kontol eling bagus gitu kontol fuck bichs stress,-1,kasar,kontol kontol,ada
si makan jembut,-1,kasar,jembut,ada
si momo vagina,-1,tidak kasar,,tidak ada
siluman jembut,-1,kasar,jembut,ada
sniff bau vagina,-1,tidak kasar,,tidak ada
gemar bogor hadir bang wkwk tertawa tai vagina linuative koment ahh,-1,kasar,tai,ada
sok kamera gitu hidup nyata mah orang lemah tai dibegoin hahah lol,-1,kasar,tai,ada
sok iya banget anjing videoada faedah yg pantes ditonto bahasa kotor sesal kali emak lahirin vagina silit goblok,-1,kasar,anjing silit goblok,ada
sok sok ngehate dkasi hentai erick lupada ngaceng,-1,kasar,ngaceng,ada
ssshhhh bau vagina,-1,tidak kasar,,tidak ada
subskamugak yg suka kontol,-1,kasar,kontol,ada
suka cabut suka stay anjing by the way suka chanel anjing,-1,kasar,anjing anjing,ada
suka channel tolol yg hibur,-1,kasar,tolol,ada
suka konten kak lim uploadberarti tolaol pinter benci kentot,-1,tidak kasar,,tidak ada
suka lucu liat orang tolol komentar agamakamusiapa anjing nentuin video bang erick pantes tonton ama orang dasar tolol bilang pinter tolol e liat,-1,kasar,tolol anjing tolol tolol,ada
suka family friendly nobar keluarga saran lihat video kontol,-1,kasar,kontol,ada
suka suka kaleee ngebully karya orang woyy eric udah usaha nghibur haters tolol,-1,kasar,tolol,ada
sukses bang biarin tu benci kontol sibocah haram,-1,kasar,kontol,ada
sumpah ketawa bacot yg faedah,-1,kasar,bacot,ada
sumpah bang erik tampan gila kaya pantat kuda,-1,kasar,gila pantat,ada
suruh kondisi kontol sam vagina suka ngina bang,-1,kasar,kontol,ada
mo makan roti isi jembut cium bau mekem kolton,-1,kasar,jembut,ada
tai bang konyol vidiolu,-1,kasar,tai,ada
tai kudaa sia,-1,kasar,tai,ada
tai dahmemek,-1,kasar,tai,ada
takut arapnya arap cupu,-1,kasar,cupu,ada
tampang kaya kontol suka ama erick,-1,kasar,kontol,ada
tarik yutuber baca bacot benci hewhew,-1,kasar,bacot,ada
tarik nafas bau vagina,-1,tidak kasar,,tidak ada
tarik napas hmm bau vagina,-1,tidak kasar,,tidak ada
tattoo senikalo suka tattoo yg bilang sampah kontol mandang org tattooan yg negative anyingn kagak skip sukses ngadain give away gitu yaw,-1,kasar,sampah kontol,ada
tau lahir lobang pantat,-1,kasar,pantat,ada
nyata haterskamubanyak orang idiot ehe,-1,kasar,idiot,ada
tertawa anjir,-1,kasar,anjir,ada
tertawa bangsat aan pikir erick hidup yg video gblok yg lbih gblok urus urus hidup orang chanel orang urusin,-1,kasar,bangsat,ada
tertawa eric kocakkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk bacot,-1,kasar,bacot,ada
tertawa dengar vagina ngilu anjay,-1,tidak kasar,,tidak ada
tertawa kentot kotor bang ampe naber tawa mulu idik maksa,-1,tidak kasar,,tidak ada
tertawa hhhhuuuuuuupppppp bau mmk edah haahah dasar kafir laknatillah,-1,kasar,kafir,ada
tertawa kampang,-1,kasar,kampang,ada
tertawa bilang vagina ngilu,-1,tidak kasar,,tidak ada
kaya erick haha tertawa liat idiot riklakuan toxic abang goodjob fideonya,-1,kasar,idiot,ada
maju bang dengerin benci akukamuemang kontol hidup gemar,-1,kasar,kontol,ada
tetep gemar semangat konten hibur banghmm bau vagina,-1,tidak kasar,,tidak ada
the best for erikolim save jembut,-1,kasar,jembut,ada
hina ka ngomong jaga kin kali makan jembut pacar njing,-1,kasar,hina jembut,ada
anak udah beda yg yg buruk bro youtube bebas usia kasih tau yg skrng yg subcriber dah yg nonton power influencer kuat yg pengaruh orang yg aw karin jdi saran aj skrng konten yg langsung pintas makan jembut dipikirin power yg gede skrng saran doang makasih,-1,kasar,jembut,ada
suka ericko lim unsub bego anjing noob,-1,kasar,bego anjing noob,ada
tingkat bang antep benci vagina anjing mah bagus bang tertawa liat wkwkwk,-1,kasar,anjing,ada
titit coly bang plis,-1,kasar,titit,ada
tolol suka njeng,-1,kasar,tolol,ada
toxic bego anjenggg,-1,kasar,bego,ada
toxic kentot,-1,tidak kasar,,tidak ada
tukang makan jembut provokator fuckkk,-1,kasar,jembut,ada
tumben faedah kentot,-1,kasar,tumben,ada
tumben erick ngomong yg vagina ato macem,-1,kasar,tumben,ada
tunggu video bang terusin konten bangies orng yg pintar dikit ken konten yg didik nonton berita cari konten yg memng mndidik tonton mario teguh berita gampng broo bego,-1,kasar,tunggu bego,ada
udah bang si nikmatin yg komentar udah sarap komentar kayak gitu si,-1,kasar,sarap,ada
udah deh youtubers udah susah ngedit motifasi modal ngapain susahin komentar gunain bijak bodoh,-1,kasar,bodoh,ada
udah mah tetep sukakamumeski kadangkamukontol suka,-1,tidak kasar,,tidak ada
udah la anjing tertawa gu monyet kadl gencet la muka ky peler la anjing tertawa,-1,kasar,anjing monyet anjing,ada
tebang njing bau vagina omong jorok yaa dosakamusendiri yg nanggung kontenkamuga nyinggung agama politik jing,-1,tidak kasar,,tidak ada
untung fanskamurik kelampug geh erick tulang bawangkamugk ush autis kontol buru meet n greet lampung,-1,kasar,autis kontol,ada
untung pantat tebel bang,-1,kasar,pantat,ada
upin ipin bacot,-1,kasar,bacot,ada
upload content hatersnya bacot baca hate comment hatersnya diam true,-1,kasar,bacot,ada
ush ngomong youtube didik pas polos nonton bokep youtube,-1,kasar,bokep,ada
video faedah ngasih tau erick video nggk patut cpntohkamusemua yg bego nyet,-1,kasar,bego,ada
w benci w suka nonton eriko lem lucu muka kayak kontol kecepit wkwkwk,-1,kasar,kontol,ada
wad my senpai the bast kaya my senpai kampang,-1,kasar,kampang,ada
wadoo pas bilang vagina emak asw sangka nonton skidipapapppppp sawadikap,-1,tidak kasar,,tidak ada
we kontol iklan bangsat aget amakamujadi skip kontol,-1,kasar,kontol bangsat kontol,ada
weh anjir iklan banget a nunggu channel nunggu botak ilang,-1,kasar,anjir,ada
weh anjir iklan banget a nunggu channelkamununggukamubotak ilang ya,-1,kasar,anjir,ada
weh benci kontol luh suka erick ush,-1,kasar,kontol,ada
weh rick pink guy ngtd tlol idiot,-1,kasar,idiot,ada
whatt the kentot,-1,tidak kasar,,tidak ada
wik wik wik wik wik wik ih ih ih ah ah ah bau vagina,-1,tidak kasar,,tidak ada
wikwikwikwik coba video prank wikwikwik kerja bacot doang soaperslu bang,-1,kasar,bacot,ada
wkakwakwk mantap anjing,-1,kasar,anjing,ada
wkakwkakwk vagina ngilu tertawa,-1,tidak kasar,,tidak ada
wkakwoekwkekeoek kentot rick tertawa,-1,tidak kasar,,tidak ada
wkkkwkwk mntap bang stiap nonton video bawa ny bahagia ktwa njir mntep bang mntep lim kamera kagak toxic sopan kamera toxic sopan hibur tolol,-1,kasar,tolol,ada
wkwk auto adsense iklan kampret wkwk tertawa bangya ketawa lucu gokil unik and kadang garing suka gaya toxic bang erick abai benci sampah yg bully and ngehina support erickolim ampe juta subscribers brohhh,-1,kasar,kampret sampah,ada
wkwk jancok biar chanelkamugk ber faedah suka anjing,-1,kasar,anjing,ada
wkwk masuk akal anjir wkwk mantep kali rick,-1,kasar,anjir,ada
wkwkw keselekk makan vagina,-1,tidak kasar,,tidak ada
wkwkw vagina ngilu,-1,tidak kasar,,tidak ada
wkwkw tarik nafas bau vagina wkwkwk,-1,tidak kasar,,tidak ada
wkwkw tertawa anjir,-1,kasar,anjir,ada
wkwkwk geblek,-1,kasar,geblek,ada
wkwkwk mantap anjing,-1,kasar,anjing,ada
wkwkwk vagina ngilu semangat bang benci mas kerja bacot doang soaperslu bang,-1,kasar,bacot,ada
wkwkwk tertawa anjir,-1,kasar,anjir,ada
wkwkwk tertawa emang suka ngapain nonton benci duit didik tu anjing,-1,kasar,anjing,ada
wkwkwk tertawa kentot,-1,tidak kasar,,tidak ada
wkwkwkwkw sumpah anjir tertawa laku emang pantes liat lekakuan iti tertawa anjir,-1,kasar,anjir anjir,ada
wkwkwkwkww demen bet gaya tengil ericko lim ketemu toyor pala anak wkwkwkeke jaya rick ntonin video yg ngk manfaat,-1,kasar,tengil,ada
wkwwk taikamumenghibar hibur gosah bullshit la memeq yt duit,-1,tidak kasar,,tidak ada
woe suka ni video ush nonton dh goblok dripda bully nonton slow anjenk benci benci kontol,-1,kasar,goblok kontol,ada
woey erick tai kapankamubotak,-1,kasar,tai,ada
woi bau vagina benci,-1,tidak kasar,,tidak ada
woi ericokontoru kocakkamusob yg macem smkamuajak ye ributin bareng kentot hahaha,-1,tidak kasar,,tidak ada
woi kontol suka banget videokamuyg nonton iklankamuga skip anjenk tetep semangat njink video yg faedah i luv u bitch,-1,kasar,kontol,ada
woi kontol konten mutu dibanyakin kontol ngapain pikirin orang posisi senang udah ngelakuin bodoh bayar saran banyakin konten konten kontol faedah,-1,kasar,kontol kontol bodoh kontol,ada
woooo emangkamudoang bang youtubers pantat tebal,-1,kasar,pantat,ada
