,stemmed,sentiment,labeling
10351,family friendly banget anjing moga sukseskamuanjing,-1,kasar
10352,fernanda achmad dateng cuman dialike ama balesin komentar gemar sang puja manusia makan jembut nonton entar yg hatersanya lord,-1,kasar
10353,firman gar hormat mamak mu vagina tu youtuber rick bilang ati ati bro bro gore,-1,tidak kasar
10354,fuad dany kentot lo,-1,tidak kasar
10355,fzmaq gaming kotor lw,-1,tidak kasar
10356,ngewe kim himie,-1,kasar
10357,suka cabut suka stay anjing by the way suka chanel anjing,-1,kasar
10358,suka channelnya tpikamusubs sma tonton anjing munafik fuck,-1,kasar
10359,suka channel ericko lim tapikamutonton anjing,-1,kasar
10360,bawa bawa agama komentar kalokamusendiri munapikkamungocok selesai tu sabunkamunonton bokep ngocok,-1,kasar
10361,gacha starlite syirik idiot y wkokwokwok,-1,kasar
10362,suka karya orang suka pantengin orang goblok tu sum sum tulang anjing,-1,kasar
10363,pikir bacot org lanjutin gemar dukung erickolim,-1,kasar
10364,galang anak kotor cina,-1,tidak kasar
10365,tampan kau tampang perut gitu tampan ouww yeaahhh wakakak bego tu yg komentar,-1,kasar
10366,tampan ericko lim sumpah gagah perkasa anjir wkasti horny cewe udah subscribe kak ody ama erickolim,-1,kasar
10367,tampan tampan bego,-1,kasar
10368,tampan kontol mukak aj kaya vagina bekurik,-1,kasar
10369,gara gara subscribe lucu anjir,-1,kasar
10370,gara gara elu reza delete channel kotor,-1,tidak kasar
10371,geblekkamubang nonton dasar benci,-1,tidak kasar
10372,gege intro back kentot,-1,tidak kasar
10373,gembelkamugoblok ericko lim,-1,tidak kasar
10374,gin ni lahir lubang pantat lubang vagina,-1,kasar
10375,goblokkamukalo komentar lobang vagina emak luua bilang ati ati bro bro gore,-1,tidak kasar
10376,akuin suka gaya bang pinter nyari duit kacawan konten yg poin ngasilin duit bangsat kampung luntang lantung gin hasil wkwkwkwk,-1,kasar
10377,supkriberkamutapi suka nontonkamuanjing kotor kentot bangcad taiiiiii hhh,-1,tidak kasar
10378,dukung bang erick kontol suka video challenge yg saking suka ama iklan liat in s sampe subscribe semangat bang kontrol salam memexxxx,-1,kasar
10379,erickolim cakep suer guelaporin biar mampus,-1,kasar
10380,gemar bangti jembut kratos jembutos,-1,kasar
10381,gila muka tai,-1,kasar
10382,habis pikir benci org stress cupu dungu idiot yg cmn dumay knyataan merka org terbully sisih yg butuh teman perhati,-1,kasar
10383,kasih bokep,-1,kasar
10384,suka yg kayak gitu bang diemin benci mah emang benci kontol idiot sampah,-1,kasar
10385,like menghibung anjing p,-1,kasar
10386,gemar bnr bnr ngefans selesai ni org walopun slengean kontol yaa liat pribadi yg ntap maju kontoru,-1,kasar
10387,dukungkamubang darikamumain pb guq dqh subcribekamukrenkamumantap chanel suka koment gelud anjing send alamat kontol,-1,kasar
10388,tujuh samakamulim video makan tai biar buming,-1,kasar
10389,soapres kontol bacotkamubangsat benci ppqkamugak karyakamugak coba colab lucinta luna booom,-1,kasar
10390,suka anjing yg unfaedah gin,-1,kasar
10391,suka banget ama konten bangkarna videokamu lucu bang ngebuat videotiap bang suka banget bilang yg jelek bang you is the best bangdiem like dislike vagina,-1,tidak kasar
10392,suka gaya bicarakamukontol wkwkwk,-1,tidak kasar
10393,suka kontenkamurik meng hibur bangnget guave away anjing,-1,kasar
10394,suka ngeres haha suka bilang vagina kontol,-1,kasar
10395,udah subscribe suruh erick pencet tombol subscribe pencet laa gitu nonton vidionya erick sampek jembut rontok,-1,kasar
10396,guaa sukaa gaya kontol,-1,kasar
10397,benci yein biar dapet adsence kontol emangkamurik xd,-1,kasar
10398,ngikutin erick kali nonton video judul putusin urat malu cfd salah hibur ketemu idola bodoh wkwk hibur inti sih suka gausah tonton semangat rick gemar sedih kali cok pardede tretan muslim out mli hiyaaa hiyaaa hiyaaaaa,-1,kasar
10399,birah coli,-1,tidak kasar
10400,suka gayakamukali kali makan kontol jembut mulu,-1,kasar
10401,suka goblokkamuanjing,-1,tidak kasar
10402,suka erick komentar komentar haterskamutolol tuhan langsung,-1,tidak kasar
10403,suka sifatkamubang karya bang video dalem deket anjing asw,-1,kasar
10404,suka konten yg gin dripada gaming gerakin analog anjing bosen,-1,kasar
10405,nonton chennel pas erick maen lol yg bahas item seperma ketawa ketawa yg nyontoh laku orang tolol erick yg contoh yg contoh orang tau contoh mas contoh arti anak slb,-1,kasar
10406,nonton asa hibur njir tertawa nontonkamulim benci suka nontong anjing ribet bangetkamukek kadal mesir enghibur bahasa gapantes,-1,kasar
10407,tujuh samakamubang emang konten bangsat didik lucu senang banting konten bokep youtube ngerusak otak pikir papa kuota habis nonton chanel goblok lumayan lucu aneh aneh sukses,-1,kasar
10408,slalu nonton video anjing dsini haterskamukntl channel keluarga yg family friendly super anjing keren,-1,kasar
10409,channel jdi kubur stlh kena bacot ny vngnc,-1,kasar
10410,yg suka videokamuitu iklan menit kontol anjinnkkkk,-1,kasar
10411,haahaah tertawa dengernya vagina ngilu hahahaahah,-1,tidak kasar
10412,haha benci bego udah tau gasuka mas nonton gpp si benci uang lol,-1,kasar
10413,haha biar eric cuman komentar hidup haha whaai hartes ericolim tau lucinta luna hidup cuman komentar hidup orang aduh kasi mak coli malem dapet anak kaya bangsat,-1,kasar
10414,haha org bego yah,-1,kasar
10415,hahaha haters goblok hahaha suka ni chanel gausah buka chanel bangsat haha,-1,kasar
10416,hahaha jembut,-1,kasar
10417,hahaha tai ericko lim,-1,kasar
10418,hahahaha the rick komentar bacot paham,-1,kasar
10419,hahahahaha anjir kocak,-1,kasar
10420,hahha anjir org,-1,kasar
10421,hahha kuat hati pas menit brapa senyum a kontol mata juling pepek,-1,kasar
10422,halah tai botak unsub bro,-1,kasar
10423,halah tai makan jembut pasionkamusitu,-1,kasar
10424,orang tato makan jembut daerah rugi tato berani makan jembudner,-1,kasar
10425,nulis sambung wkwkwk tai lu,-1,kasar
10426,hate eriko kayak x lahir mulut vagina,-1,tidak kasar
10427,benci benci vagina ngilu,-1,tidak kasar
10428,benci autis otak digade beli diamond mobile legend wkwkwk,-1,kasar
10429,benci auto kesel trigger mampus kau benci,-1,kasar
10430,benci bacot nonton,-1,kasar
10431,benci bacot suruh tutup akun channel,-1,kasar
10432,benci bego asli,-1,kasar
10433,benci bego auto kayaaa bangtetep ngomong teriak gitu,-1,kasar
10434,benci bego bang,-1,kasar
10435,benci bodoh ngk suka tontong anjingg,-1,kasar
10436,benci gaada kerja ngehina karya tolol goblok gan dengar rendah dilakuin ato yg dewasa erti mksd komentar,-1,kasar
10437,benci goblok suka gausah nonton canel emang kaya cenel freni femeli dunia orang baper mati kontol,-1,kasar
10438,benci benci nonton biar dapet hibur yoi bang udel mendem lanjutin kontol ehh bego anjing kentot wehh seru uga benci bang udel mendem kasih saran kekamusemua benci orang mikirkamujadi benci faidahnya ngotak dikit ngapa komenin gakjelas doang gitu udah tau bang udel mendem emang ngasih tau bang udel mendem nama hiburkamukalo liat videoyang nonton tv untukkamubang udel mendem chanel yanv bahagia ngatainkamudulu biarkamutambah semangat fuckkk kentot kuda anak udeh gitu dah untukkamuproject yangkamubikin lancar biar biariin,-1,kasar
10439,benci bang haterskamupasti miskin sampek haterskamubanyak makan sekarangkamukaya kontol,-1,kasar
10440,benci dengar bang channel yh serah nguntungin abang benci suka tonton kontol anak anjing,-1,kasar
10441,benci bego erick blom tau nikmat sarap jembut campur saos tomat kkk,-1,kasar
10442,benci kayk kontol faxx pencintraan nonton channel eric luh suka ngentoddd,-1,kasar
10443,benci kontol suka erickolim tonton,-1,kasar
10444,benci kontol suka nonton anjing sesimple anjing,-1,kasar
10445,haterskamudari kalang org miskin erick cari benci yg kaya dikit napa wakakakak,-1,kasar
10446,benci mah gitu erick sinting kwkw cem pantat,-1,kasar
10447,benci makhluk munafik gasuka tonton tau didik penasaran ken liat emang faedah perilaku gausah cerna pake otak tolol dasar biji hylos,-1,kasar
10448,benci kentot tembok gih wkwk,-1,tidak kasar
10449,benci miskin erick kayazxuan celaka tutorial fanny kabel noclickbait,-1,kasar
10450,benci ngeroast ericko kebal pantek bakar kentot,-1,kasar
10451,benci bodoh orang kaya gin gituin doain waras,-1,kasar
10452,benci goblok anjig tenang rick bain jg kayakamumalah komunitas wkkwk idiot,-1,kasar
10453,benci pupuk benci subur by the way pupuk hhmmm tai yes tai yg manfaat,-1,kasar
10454,benci diam urusin orang nonton subscribe like bully kentot anak kontol,-1,kasar
10455,benci kontol auto kaya kentot channel susu kental manis suka nonton goblok bantu lihat iklan kentot,-1,kasar
10456,benci setan,-1,kasar
10457,benci sok motivasi anjing sukak tonton,-1,kasar
10458,benci suka emang gitu bacot kaya bner benci bangsat,-1,kasar
10459,benci sumber uang anjir,-1,kasar
10460,benci tai kambingangm gift sultan niih,-1,kasar
10461,benci taikamuganteng njir,-1,tidak kasar
10462,benci tolol suka eriko lim ngapain nonton channel tolol,-1,kasar
10463,benci yg bacot yg kaya,-1,kasar
10464,hatersnyakamupada nampilin kebodohnnya anjir kwkwk,-1,kasar
10465,hatersnya mulut pedis yg sabar yaa semangat beryoutube jembut pacar njing,-1,kasar
10466,hatter kontol punyak kontol hatter sangkin kontol tau lg bilanginnya hattee sibok kali ngurusin hidup org hidup urus kontol hidup tu bagus kali yg kontol hatter,-1,kasar
10467,haters video bagus erico haters anjing bacot,-1,kasar
10468,heaterskontol suka y nonton goblok kontol,-1,kasar
10469,heeei wattsapp broo youtube riwend gimanakamubilang bakall karnakamugak pentingkamukira gogle sinting muncul jago sutuasi genting ahh kah idola anak ngefans gaya gamingkamuyang bobrok,-1,kasar
10470,hello anak slb idiot orang orang yg istimewa,-1,kasar
10471,heran channel kaum pantat tipis nonton aneh emang,-1,kasar
10472,heter kontol atta halilintar buly ericko lim suka cakap kotorkamubulykamupilih klokkamuanak atta klokkamumau neng ketawa ykamuikut orang yg lucu bahasa bro jdikamugk sok,-1,kasar
10473,benci otakkamuisi tai primitiv,-1,kasar
10474,hhhmmmm bau vagina lelah nyekip ads kentot t channel bangsat,-1,kasar
10475,hibur kimak sma erick maju dah sukses bwt erickohimehime,-1,kasar
10476,hirup bau hpppppppp bau vagina,-1,tidak kasar
10477,homo asw,-1,kasar
10478,homo bngst,-1,kasar
10479,htters emng kea anjing suka gausah nonton la kotor gausah sok an ngomong komentar so keras datengin nyimeng kontol,-1,kasar
10480,hy benci hatersnya ericko lim orang suka nyinyir doang dasar manusia manusia kontol,-1,kasar
10481,i love you bro bekose only u the next fuckin idiot pink guy and can feel my hart with a good love fuck yeah,-1,kasar
10482,narutokamuitu madara arap hashirama kuat bacot doang karya msing jdi mo hate jg tpikamuada karya youtube yotuber yg ceban salah beli tu tonton,-1,kasar
10483,idola dahhhhh nonton biar dapet hibur yoi bang udel mendem lanjutin kontol ehh bego anjing kentot wehh seru uga benci bang udel mendem kasih saran kekamusemua benci orang mikirkamujadi benci faidahnya ngotak dikit ngapa komenin gakjelas doang gitu udah tau bang udel mendem emang ngasih tau bang udel mendem nama hiburkamukalo liat videoyang nonton tv untukkamubang udel mendem chanel yanv bahagia ngatainkamudulu biarkamutambah semangat fuckkk kentot kuda anak udeh gitu dah untukkamuproject yangkamubikin lancar biar biariin,-1,kasar
10484,ikeh ikeh khimochie ngan bacot,-1,kasar
10485,iklan foodpanda mulu tai,-1,kasar
10486,iklan menit skip njeng nutup ytridkamuanti skip club biarkamukaga miskin,-1,kasar
10487,iklan trading skipp kotor,-1,tidak kasar
10488,ericko lim makan jeeeeemmmmbooooottttt jembut makan jembut otak inspirasi,-1,kasar
10489,anak anak jalan setan mermaidman,-1,kasar
10490,benci buta ato baca angka g tk ajakamugblk baca angka like dislike g becus,-1,kasar
10491,yg suka soapking toxic parah ttp suka homo be the king for gemar ntoll benci poin gan jess no limit subscribe channel,-1,kasar
10492,interview bokep japonese ric,-1,kasar
10493,inti ngewe,-1,kasar
10494,inti setan enak ericolim enak,-1,kasar
10495,intro bacot anak esdeh ngedit tiktok,-1,kasar
10496,intro intro youtuber senglek njirah gay hjomo ghiasdogojofhen e subsvribede a and assunsubscribe ahhahahahhahahasdjasixqw asshoel fkasking you be tch mogakamusadar sih mememks ngilu ah asdijqwixqwozqoa ogw gaje ashjhfxkwqiuxisaiwis help me pslaesae me gay omgomgomgomoasda,-1,kasar
10497,intro tai,-1,kasar
10498,intro legend main hebat kontol,-1,kasar
10499,yg hate comment kontol gitu suka kingsoapers pergi kontol,-1,kasar
10500,iya nanya ericko bau vagina,-1,tidak kasar
10501,gin tau vagina,-1,tidak kasar
10502,gin tau vagina,-1,tidak kasar
10503,gin bang erick emang kontol konten emang sampah shitcontent ya suka bangsaaat suka bangsaaat so klean ladies folow instagram padheli oke sekian thx,-1,kasar
10504,gin gan suka laku si anak kontol aka erick kemarin gbk andddd satpam nanya halo selamat siang acara yutuprewind yak ohh iya bro dah selesai bro acara lelah gbk acara ytrwn selesai janji rick ketemu luh nampar luh kenceng tenanga salam kenal bro erick ramadan see you motherfucker,-1,kasar
10505,jajahah komentar lohh anak anak bego oon adeh bocah bego iri orang jdi sukses,-1,kasar
10506,jamsker anjir,-1,kasar
10507,ngebully youtube kentot,-1,tidak kasar
10508,tolol lahkamusemua bocah gblkkamucomment ngatur ericko hakkamuapa plerkamuitu situ tuhan ajg yg makan jembud yg ngerasain bukankamutaik yg ken melet nganggu hidupkamutolong tolol jan pelihara mendingkamumelihara ayam dikit tololkamubilang tolol buatkamuapa njing ngaruh ama hidupkamukankamubilang negarakamubuta kmrn asi games indonesia,-1,kasar
10509,jembut,-1,kasar
10510,jembut asin kremes enaktos,-1,kasar
10511,jembut numbuh,-1,kasar
10512,jess no bokep,-1,kasar
10513,jual tombol jembut,-1,kasar
10514,jujur bang peduli makan jembut arap makan tai peduli manfaatin ketawa,-1,kasar
10515,juta subscribe kentot pacar mantan bang auto adsens,-1,tidak kasar
10516,kadang pantat tebal hadap kotor kotor bicara gud mang,-1,kasar
10517,kafir angkat tangan,-1,kasar
10518,suka nonton anjing ane tertawa goblo liat yt hibur,-1,kasar
10519,kak eriko makan jembut,-1,kasar
10520,ngehate dapet duit bego,-1,kasar
10521,channel didik hps channel lunya kontol u,-1,kasar
10522,hamilin gitu ngilu tu vagina iya dah mak,-1,tidak kasar
10523,benci g suka erick pergi anjing,-1,kasar
10524,ketemu tai mukakamuyg kaya pisang sisir,-1,kasar
10525,suka gosah nonton anjing,-1,kasar
10526,suka jan liat anjing mudah,-1,kasar
10527,suka syukur gapapa sesimple anjing,-1,kasar
10528,kalimat benci bacot kau jembut,-1,kasar
10529,mah nama malaikat anjing,-1,kasar
10530,tau gemar link bokep bangkorea sok sok pintar karya mah hha fakkk,-1,kasar
10531,suka ush nonton anjing,-1,kasar
10532,suka ush nonton bngst tolol sel sel zigot,-1,kasar
10533,erik bodo bodo liat video lol bacot kaya,-1,kasar
10534,bacot bujang,-1,kasar
10535,tod a ngebully youtube kentot,-1,tidak kasar
10536,konten bokep gabakal benci bang,-1,kasar
10537,bodoh cringe bodoh semangat conten gemar,-1,kasar
10538,cuman pede vagina,-1,tidak kasar
10539,emang tampan bang sombong hathers erti ngatain orang bacol sombong bacot,-1,kasar
10540,goblok tolol suka njir,-1,kasar
10541,comen anjingg suka yu diem dasar anak anjing,-1,kasar
10542,ngatain bodoh pantat tebel anjir ngapain pikirin orang posisi senang udah ngelakuin bodoh bayar saran banyakin konten konten kontol faedah,-1,kasar
10543,benci kontol yg suka ngebully bawa uang orang tod bully ericko ngasih uang ericko ragu ngebully orang ngebully orang orang yg bully kenal,-1,kasar
10544,suka ni org tonton anjing youtubers faedah buka youtube lg anjing hapus youtubelu masyarakat goblok youtube full ama citra wkwkw benci no matter,-1,kasar
10545,tolol suka njinkkkk,-1,kasar
10546,kang makan jembut,-1,kasar
10547,kangen anjir ama opening,-1,kasar
10548,kangen bacot rick anak gemar pas jaman garena,-1,kasar
10549,kangen titit dora,-1,kasar
10550,kotor comennan orang kotor juta subscribe botak,-1,tidak kasar
10551,kapankamubotak tai,-1,kasar
10552,kapankamumakan jembut anjenkkkkkkkk,-1,kasar
10553,makan jembut,-1,kasar
10554,makan jembut cukk,-1,kasar
10555,kentot young lex,-1,tidak kasar
10556,kasi benci bacot miskin u todak channel hibur yg didik nendidik subscribe si erick krna udah paham emang video didik tetep subscribe tetep support krna entertainer entertainer pokok hibur nggk didik,-1,kasar
10557,kasik bulu jembutkamuaja yg ngehate lu,-1,tidak kasar
10558,kaya kenal ngomong bantu n jembut coba,-1,kasar
10559,kaya vagina,-1,tidak kasar
10560,kbnykan yg komentar sampah fansnya arap arap sampah fansnya najis wkwkwkwk no smile,-1,kasar
10561,nya haterskamujg yg indonesia maju farhan bodoh tulang wkwk yg malu in indonesia jg eh yg ngatain goblok tulang,-1,kasar
10562,kemarin makan bulu ketek plus jembut anjing,-1,kasar
10563,ken gemers bocah noob,-1,kasar
10564,kenaappaaaaaaa vagina ngilu,-1,tidak kasar
10565,vagina ngilu yg muncul ajg,-1,tidak kasar
10566,vagina ngilu wkwkwkwwkk bacot dikommentkamucuma unsub lapor yg gitu miskin,-1,kasar
10567,vagina ngiluuuu,-1,tidak kasar
10568,keren bang rico kocakkk anjing,-1,kasar
10569,keren bang slow subscribe kontol eenak,-1,kasar
10570,keren anjing,-1,kasar
10571,kerenkamuanjing,-1,tidak kasar
10572,keren erick tahan channel upload konten yg tolol tolol,-1,kasar
10573,kirain intro nyampe jam tai,-1,kasar
10574,klik iklan bego biar erick kaya adsense,-1,kasar
10575,liatkamugua s anjir,-1,kasar
10576,knp vagina ngilukamulim toxic oke kontool,-1,tidak kasar
10577,bodoh,-1,kasar
10578,d ruang kerjakamubau vagina,-1,tidak kasar
10579,vagina ngilu,-1,tidak kasar
10580,birah,-1,tidak kasar
10581,komentar bego bilang cennel didik plies orng yg pintar dikit ken konten yg didik nonton berita cari konten yg memng mndidik tonton mario teguh berita gampng broo bego,-1,kasar
10582,komentar menit konten kgk mutu tonton gobloog lahir beda orang lahir mmk lubang berak,-1,kasar
10583,komentar menit konten kgk mutu tonton gobloog lahir beda orang lahir mmk lubang berak,-1,kasar
10584,koment yg didik d jadiin konten ekkaakakakkwkakakkak komentar vagina ngilu wkakakaka,-1,tidak kasar
10585,kontol wkkwkw sadar elu subscribe elu turun mendambah elu bocah videokontol udah bego begoin wkkwkw pantesan hancurin reza arab oktovian reza gokil and keren elu bocah muka cem pepek hitung detik lihat subscirbe salam anoniymus,-1,kasar
