stemmed,sentiment,labeling,filtered
benci ngeroast ericko kebal pantek bakar kentot,-1,kasar,pantek
benci bodoh orang kaya gin gituin doain waras,-1,kasar,bodoh
benci goblok anjig tenang rick bain jg kayakamumalah komunitas wkkwk idiot,-1,kasar,goblok idiot
benci pupuk benci subur by the way pupuk hhmmm tai yes tai yg manfaat,-1,kasar,tai tai
benci diam urusin orang nonton subscribe like bully kentot anak kontol,-1,kasar,kontol
benci kontol auto kaya kentot channel susu kental manis suka nonton goblok bantu lihat iklan kentot,-1,kasar,kontol goblok
benci setan,-1,kasar,setan
benci sok motivasi anjing sukak tonton,-1,kasar,anjing
benci suka emang gitu bacot kaya bner benci bangsat,-1,kasar,bacot bangsat
benci sumber uang anjir,-1,kasar,anjir
benci tai kambingangm gift sultan niih,-1,kasar,tai
benci taikamuganteng njir,-1,tidak kasar,
benci tolol suka eriko lim ngapain nonton channel tolol,-1,kasar,tolol tolol
benci yg bacot yg kaya,-1,kasar,bacot
hatersnyakamupada nampilin kebodohnnya anjir kwkwk,-1,kasar,anjir
hatersnya mulut pedis yg sabar yaa semangat beryoutube jembut pacar njing,-1,kasar,jembut
hatter kontol punyak kontol hatter sangkin kontol tau lg bilanginnya hattee sibok kali ngurusin hidup org hidup urus kontol hidup tu bagus kali yg kontol hatter,-1,kasar,kontol kontol kontol kontol kontol
haters video bagus erico haters anjing bacot,-1,kasar,anjing bacot
heaterskontol suka y nonton goblok kontol,-1,kasar,goblok kontol
heeei wattsapp broo youtube riwend gimanakamubilang bakall karnakamugak pentingkamukira gogle sinting muncul jago sutuasi genting ahh kah idola anak ngefans gaya gamingkamuyang bobrok,-1,kasar,sinting
hello anak slb idiot orang orang yg istimewa,-1,kasar,idiot
heran channel kaum pantat tipis nonton aneh emang,-1,kasar,pantat aneh
heter kontol atta halilintar buly ericko lim suka cakap kotorkamubulykamupilih klokkamuanak atta klokkamumau neng ketawa ykamuikut orang yg lucu bahasa bro jdikamugk sok,-1,kasar,kontol
benci otakkamuisi tai primitiv,-1,kasar,tai
hhhmmmm bau vagina lelah nyekip ads kentot t channel bangsat,-1,kasar,bangsat
hibur kimak sma erick maju dah sukses bwt erickohimehime,-1,kasar,kimak
hirup bau hpppppppp bau vagina,-1,tidak kasar,
homo asw,-1,kasar,homo
homo bngst,-1,kasar,homo
htters emng kea anjing suka gausah nonton la kotor gausah sok an ngomong komentar so keras datengin nyimeng kontol,-1,kasar,anjing kontol
hy benci hatersnya ericko lim orang suka nyinyir doang dasar manusia manusia kontol,-1,kasar,kontol
i love you bro bekose only u the next fuckin idiot pink guy and can feel my hart with a good love fuck yeah,-1,kasar,idiot
narutokamuitu madara arap hashirama kuat bacot doang karya msing jdi mo hate jg tpikamuada karya youtube yotuber yg ceban salah beli tu tonton,-1,kasar,bacot
idola dahhhhh nonton biar dapet hibur yoi bang udel mendem lanjutin kontol ehh bego anjing kentot wehh seru uga benci bang udel mendem kasih saran kekamusemua benci orang mikirkamujadi benci faidahnya ngotak dikit ngapa komenin gakjelas doang gitu udah tau bang udel mendem emang ngasih tau bang udel mendem nama hiburkamukalo liat videoyang nonton tv untukkamubang udel mendem chanel yanv bahagia ngatainkamudulu biarkamutambah semangat fuckkk kentot kuda anak udeh gitu dah untukkamuproject yangkamubikin lancar biar biariin,-1,kasar,kontol bego anjing
ikeh ikeh khimochie ngan bacot,-1,kasar,bacot
iklan foodpanda mulu tai,-1,kasar,tai
iklan menit skip njeng nutup ytridkamuanti skip club biarkamukaga miskin,-1,kasar,miskin
iklan trading skipp kotor,-1,tidak kasar,
ericko lim makan jeeeeemmmmbooooottttt jembut makan jembut otak inspirasi,-1,kasar,jembut jembut
anak anak jalan setan mermaidman,-1,kasar,setan
benci buta ato baca angka g tk ajakamugblk baca angka like dislike g becus,-1,kasar,buta
yg suka soapking toxic parah ttp suka homo be the king for gemar ntoll benci poin gan jess no limit subscribe channel,-1,kasar,homo
interview bokep japonese ric,-1,kasar,bokep
inti ngewe,-1,kasar,ngewe
inti setan enak ericolim enak,-1,kasar,setan
intro bacot anak esdeh ngedit tiktok,-1,kasar,bacot
intro intro youtuber senglek njirah gay hjomo ghiasdogojofhen e subsvribede a and assunsubscribe ahhahahahhahahasdjasixqw asshoel fkasking you be tch mogakamusadar sih mememks ngilu ah asdijqwixqwozqoa ogw gaje ashjhfxkwqiuxisaiwis help me pslaesae me gay omgomgomgomoasda,-1,kasar,gay gay
intro tai,-1,kasar,tai
intro legend main hebat kontol,-1,kasar,kontol
yg hate comment kontol gitu suka kingsoapers pergi kontol,-1,kasar,kontol kontol
iya nanya ericko bau vagina,-1,tidak kasar,
gin tau vagina,-1,tidak kasar,
gin tau vagina,-1,tidak kasar,
gin bang erick emang kontol konten emang sampah shitcontent ya suka bangsaaat suka bangsaaat so klean ladies folow instagram padheli oke sekian thx,-1,kasar,kontol sampah
gin gan suka laku si anak kontol aka erick kemarin gbk andddd satpam nanya halo selamat siang acara yutuprewind yak ohh iya bro dah selesai bro acara lelah gbk acara ytrwn selesai janji rick ketemu luh nampar luh kenceng tenanga salam kenal bro erick ramadan see you motherfucker,-1,kasar,kontol
jajahah komentar lohh anak anak bego oon adeh bocah bego iri orang jdi sukses,-1,kasar,bego bego
jamsker anjir,-1,kasar,anjir
ngebully youtube kentot,-1,tidak kasar,
tolol lahkamusemua bocah gblkkamucomment ngatur ericko hakkamuapa plerkamuitu situ tuhan ajg yg makan jembud yg ngerasain bukankamutaik yg ken melet nganggu hidupkamutolong tolol jan pelihara mendingkamumelihara ayam dikit tololkamubilang tolol buatkamuapa njing ngaruh ama hidupkamukankamubilang negarakamubuta kmrn asi games indonesia,-1,kasar,tolol jembud tolol tolol
jembut,-1,kasar,jembut
jembut asin kremes enaktos,-1,kasar,jembut
jembut numbuh,-1,kasar,jembut
jess no bokep,-1,kasar,bokep
jual tombol jembut,-1,kasar,jembut
jujur bang peduli makan jembut arap makan tai peduli manfaatin ketawa,-1,kasar,jembut tai
juta subscribe kentot pacar mantan bang auto adsens,-1,tidak kasar,
kadang pantat tebal hadap kotor kotor bicara gud mang,-1,kasar,pantat
kafir angkat tangan,-1,kasar,kafir
suka nonton anjing ane tertawa goblo liat yt hibur,-1,kasar,anjing
kak eriko makan jembut,-1,kasar,jembut
ngehate dapet duit bego,-1,kasar,bego
channel didik hps channel lunya kontol u,-1,kasar,kontol
hamilin gitu ngilu tu vagina iya dah mak,-1,tidak kasar,
benci g suka erick pergi anjing,-1,kasar,anjing
ketemu tai mukakamuyg kaya pisang sisir,-1,kasar,tai
suka gosah nonton anjing,-1,kasar,anjing
suka jan liat anjing mudah,-1,kasar,anjing
suka syukur gapapa sesimple anjing,-1,kasar,anjing
kalimat benci bacot kau jembut,-1,kasar,bacot jembut
mah nama malaikat anjing,-1,kasar,anjing
tau gemar link bokep bangkorea sok sok pintar karya mah hha fakkk,-1,kasar,bokep
suka ush nonton anjing,-1,kasar,anjing
suka ush nonton bngst tolol sel sel zigot,-1,kasar,tolol
erik bodo bodo liat video lol bacot kaya,-1,kasar,bacot
bacot bujang,-1,kasar,bacot
tod a ngebully youtube kentot,-1,tidak kasar,
konten bokep gabakal benci bang,-1,kasar,bokep
bodoh cringe bodoh semangat conten gemar,-1,kasar,bodoh bodoh
cuman pede vagina,-1,tidak kasar,
emang tampan bang sombong hathers erti ngatain orang bacol sombong bacot,-1,kasar,bacot
goblok tolol suka njir,-1,kasar,goblok tolol
comen anjingg suka yu diem dasar anak anjing,-1,kasar,anjing
ngatain bodoh pantat tebel anjir ngapain pikirin orang posisi senang udah ngelakuin bodoh bayar saran banyakin konten konten kontol faedah,-1,kasar,bodoh pantat anjir bodoh kontol
benci kontol yg suka ngebully bawa uang orang tod bully ericko ngasih uang ericko ragu ngebully orang ngebully orang orang yg bully kenal,-1,kasar,kontol
suka ni org tonton anjing youtubers faedah buka youtube lg anjing hapus youtubelu masyarakat goblok youtube full ama citra wkwkw benci no matter,-1,kasar,anjing anjing goblok
tolol suka njinkkkk,-1,kasar,tolol
kang makan jembut,-1,kasar,jembut
kangen anjir ama opening,-1,kasar,anjir
kangen bacot rick anak gemar pas jaman garena,-1,kasar,bacot
kangen titit dora,-1,kasar,titit
kotor comennan orang kotor juta subscribe botak,-1,tidak kasar,
kapankamubotak tai,-1,kasar,tai
kapankamumakan jembut anjenkkkkkkkk,-1,kasar,jembut
makan jembut,-1,kasar,jembut
makan jembut cukk,-1,kasar,jembut
kentot young lex,-1,tidak kasar,
kasi benci bacot miskin u todak channel hibur yg didik nendidik subscribe si erick krna udah paham emang video didik tetep subscribe tetep support krna entertainer entertainer pokok hibur nggk didik,-1,kasar,bacot miskin
kasik bulu jembutkamuaja yg ngehate lu,-1,tidak kasar,
kaya kenal ngomong bantu n jembut coba,-1,kasar,jembut
kaya vagina,-1,tidak kasar,
kbnykan yg komentar sampah fansnya arap arap sampah fansnya najis wkwkwkwk no smile,-1,kasar,sampah sampah najis
nya haterskamujg yg indonesia maju farhan bodoh tulang wkwk yg malu in indonesia jg eh yg ngatain goblok tulang,-1,kasar,bodoh goblok
kemarin makan bulu ketek plus jembut anjing,-1,kasar,jembut anjing
ken gemers bocah noob,-1,kasar,noob
kenaappaaaaaaa vagina ngilu,-1,tidak kasar,
vagina ngilu yg muncul ajg,-1,tidak kasar,
vagina ngilu wkwkwkwwkk bacot dikommentkamucuma unsub lapor yg gitu miskin,-1,kasar,bacot miskin
vagina ngiluuuu,-1,tidak kasar,
keren bang rico kocakkk anjing,-1,kasar,anjing
keren bang slow subscribe kontol eenak,-1,kasar,kontol
keren anjing,-1,kasar,anjing
kerenkamuanjing,-1,tidak kasar,
keren erick tahan channel upload konten yg tolol tolol,-1,kasar,tolol tolol
kirain intro nyampe jam tai,-1,kasar,tai
klik iklan bego biar erick kaya adsense,-1,kasar,bego
liatkamugua s anjir,-1,kasar,anjir
knp vagina ngilukamulim toxic oke kontool,-1,tidak kasar,
bodoh,-1,kasar,bodoh
d ruang kerjakamubau vagina,-1,tidak kasar,
vagina ngilu,-1,tidak kasar,
birah,-1,tidak kasar,
komentar bego bilang cennel didik plies orng yg pintar dikit ken konten yg didik nonton berita cari konten yg memng mndidik tonton mario teguh berita gampng broo bego,-1,kasar,bego bego
komentar menit konten kgk mutu tonton gobloog lahir beda orang lahir mmk lubang berak,-1,kasar,berak
komentar menit konten kgk mutu tonton gobloog lahir beda orang lahir mmk lubang berak,-1,kasar,berak
koment yg didik d jadiin konten ekkaakakakkwkakakkak komentar vagina ngilu wkakakaka,-1,tidak kasar,
kontol wkkwkw sadar elu subscribe elu turun mendambah elu bocah videokontol udah bego begoin wkkwkw pantesan hancurin reza arab oktovian reza gokil and keren elu bocah muka cem pepek hitung detik lihat subscirbe salam anoniymus,-1,kasar,kontol bego
gila anjing melet teriak gaya orang setruk anjing kentot suka liat wajahlu pas mas kaya orang setruk triak kentot,-1,kasar,gila anjing anjing
lagukamusampah kentot,-1,tidak kasar,
part erick kontol keren kontoro,-1,kasar,kontol
lawak ngediss mabok toxic bebas goblok nista agama gaada salah salah,-1,kasar,goblok nista
baikkamuhapus tu channel rick makkamumuka anjing,-1,kasar,anjing
lha jg kotor bego jg ngatur,-1,kasar,bego
liatin nama mampus,-1,kasar,mampus
lo mah nama malaikat anjing,-1,kasar,anjing
lo bilang muka erik kontol karnakamusuka erik ledek sianggap canda erik,-1,kasar,kontol
lo ngecringe autis,-1,kasar,autis
lo emang tampan rick tapikamubanyak lemak lemak gendut,-1,kasar,gendut
comen anjingg suka yu diem dasar anak anjing,-1,kasar,anjing
log loco bego baca,-1,kasar,bego
lu autis yak bang,-1,kasar,autis
lu bacot,-1,kasar,bacot
lu capek ngeheat si eric tetep miskin lha eric yangkamuhate kaya njing g plis,-1,kasar,miskin
lu tampan erick sorry homo,-1,kasar,homo
lu tampan tapikamugendut jikakamugak gendut mesti gantenglih tod,-1,kasar,gendut
lu jilat vagina,-1,tidak kasar,
lu kaya tai,-1,kasar,tai
lu pandang jahat ampas taukamuitu jing contoh temenkamuyg kaneki harga angkat ujung ujung cundang,-1,kasar,ampas cundang
lu rela nyakitin dirikamusendiri subscriber hate benci kampang,-1,kasar,kampang
lu gila puki kau kotor trigered,-1,kasar,gila
lucu bangkamukeep likeke komentar kalokamusendiri munapikkamungocok selesai tu sabunkamunonton bokep ngocok,-1,kasar,bokep
lucu bang toxic sensor hahaha suka toxic kaya dululo rumah kontol,-1,kasar,kontol
lucu vagina ngilu,-1,tidak kasar,
makan jembud jembud makan,-1,kasar,jembud jembud
makan kamus kentot lo,-1,tidak kasar,
cinta samakamukontol bang,-1,tidak kasar,
maksain anjir bal hatersdong ya,-1,kasar,anjir
mamakkamulontee tmpilan kyl perek jalang makan tu jembut emak lu,-1,kasar,perek jembut
mamposkamugk dpt adsenes kontol jd miskin lu,-1,kasar,kontol miskin
mampus unsuscribe fuck chanel manfaat,-1,kasar,mampus
mampuskamuhaters biji kuda,-1,tidak kasar,
mampus otongkamucm anjing,-1,kasar,mampus anjing
benci goblok gin otak kontol mah pikir sooo kontolers bangsad,-1,kasar,goblok kontol
orang video bacot kwwkwk,-1,kasar,bacot
mantap anjing hadap benci pake sunti toxic ea tod,-1,kasar,anjing
mantap anjing mpshh ahh bau vagina,-1,kasar,anjing
mantap anjing videokamu wkwkw,-1,kasar,anjing
mantap bang lanjutin karya mu biar benci kontol serah bang,-1,kasar,kontol
mantap bang this is the old of you kontol,-1,kasar,kontol
mantap cuy subscribe pas garena stay for you cokkk ericolim kontol nonton videokamusoal kontenkamuhibur faedah benci nama benci jago ngomong cuman dunia maya doang asli mental tempe,-1,kasar,kontol
mantap kontol vidiokamulain kali yg toxic jing,-1,kasar,kontol
mantap kontoru berkat ngomong susu kontol manis,-1,kasar,kontol
mantapp bang erickkkkkaha hibur bedd hahaha kontol ahaha,-1,kasar,kontol
manusia jembut,-1,kasar,jembut
manusia udah pikir yak ambil gabener gausah ambil suka sihkamuselalu dirikamusendiri orang emang bangsatkamurik,-1,tidak kasar,
meeeeepppets bau vagina oapking,-1,tidak kasar,
lawak ngediss mabok toxic bebas goblok nista agama gaada salah salah,-1,kasar,goblok nista
vagina bacot,-1,kasar,bacot
vagina ngilu,-1,tidak kasar,
vagina ngilu,-1,tidak kasar,
vagina,-1,tidak kasar,
vagina lu,-1,tidak kasar,
vagina ngilu,-1,tidak kasar,
vagina ngilu ajigtol,-1,tidak kasar,
vagina ngilu anjir,-1,kasar,anjir
vagina ngilu aowkwowkow,-1,tidak kasar,
vagina ngilu broo,-1,tidak kasar,
vagina ngilu bwahahahahaa,-1,tidak kasar,
vagina ngilu tertawa anjing gan konten bagus njir mainin pb game yg coba bang fortnite apakek viewers subscribe nambah,-1,kasar,anjing
vagina awoakwoakwosk,-1,tidak kasar,
vagina orang komentar hate pgn msk videokamu goblok,-1,kasar,goblok
mempan anjir erico lim katain orang kebal jir,-1,kasar,anjir
mentang mentang bego gratis borong smua bego,-1,kasar,bego bego
hatersnya bego bosen nonton video erikolim hibur tuntun,-1,kasar,bego
bangsat emang bang benarkamuitu,-1,kasar,bangsat
miko zk cebong erti,-1,kasar,cebong
mkan jembut,-1,kasar,jembut
mkn jembut bg,-1,kasar,jembut
mmmmpppsss ahhhhh bau vagina awokwkwkwk,-1,tidak kasar,
mntp i very love you soapkingg lnjt vagina,-1,tidak kasar,
motivasi anjir tertawa wkwkkwkwk motivasi,-1,kasar,anjir
mphhhhhhhhhhhhhhsssssssss ahhhhhhhhhhhh bu vagina,-1,tidak kasar,
mudah ituuuuuuuu kontol pindah kepala,-1,kasar,kontol
muhamad andrianto bacot,-1,kasar,bacot
muhammad tuah woi biji bacot kentot,-1,kasar,bacot
muka erickolim tampan ea kimak kotor,-1,kasar,kimak
muka kotor mo,-1,tidak kasar,
muka jembut hahaha makan jembuttt,-1,kasar,jembut
muka ngaceng,-1,kasar,ngaceng
muka tai,-1,kasar,tai
mukalu kaya vagina,-1,tidak kasar,
mukekamumakin kucel jarang mandi ni bcah,-1,kasar,kucel
mulut gitu omong astaga uda ajak antem mampus,-1,kasar,mampus
yg hate liat channelnya filthy frank hibur anjing syukur ya contoh ribet manusia,-1,kasar,anjing
mustahil orang ngikutin makan jembud erick ngikutin arti goblok uda tau jijiq diikutin bocah jgnkan makan bentuk tau jd tau hibur,-1,kasar,jembud goblok
mampuskamupada haters komentar erick kesel,-1,tidak kasar,
najis,-1,kasar,najis
najis goblok banget yg komentar subcriber beli,-1,kasar,najis goblok
najis sapscreb canel,-1,kasar,najis
napa pantat tebel,-1,kasar,pantat
tertawa ajg vagina ngilu kali lahir operasi vagina bg anus kali ya pantat muka,-1,kasar,pantat
tertawa anjinkr anak papa papa makan jembut coba,-1,kasar,jembut
tertawa anjirtap boss benci mah tetep sans banyakin konten yak haterskamumiskin humor nymakin miskin goblok beli kouta ngehate goblok,-1,kasar,miskin goblok goblok
tertawa dengar vagina ngilu anjay,-1,tidak kasar,
tertawa pas bilang bau vagina,-1,tidak kasar,
tertawa kampang,-1,kasar,kampang
tertawa liat komenan bocah tolol suka tonton bego pelihara ups,-1,kasar,tolol bego
ngapain dengerin benci ngaku benci nontonin video kak dasar benci bego semangat kakk,-1,kasar,bego
ngata in ngetik gabisa pake titit koma,-1,kasar,titit
cat jembut brp duit bang eh rambut,-1,kasar,jembut
kentot wkwkwkin konten yg faedah haahah dasar kafir laknatillah,-1,kasar,kafir
kentot,-1,tidak kasar,
kentot bareng cok,-1,tidak kasar,
kentot iklan menit skip,-1,tidak kasar,
kentot iklan wkwkwk,-1,tidak kasar,
kentot kuy,-1,tidak kasar,
kentot,-1,tidak kasar,
kentot lo,-1,tidak kasar,
ngentotkamusemua,-1,tidak kasar,
kentot wkwkwk,-1,tidak kasar,
kentot yg bacot,-1,kasar,bacot
kentot yok,-1,tidak kasar,
kentot yuk a tete,-1,tidak kasar,
kentot yuk kak,-1,tidak kasar,
ngeteh asu bau vagina,-1,tidak kasar,
ngeteh asukkk wess mangan ora udut paru paru orak smille hmppsshhh bau vagina kwkwkwk,-1,tidak kasar,
ngewe,-1,kasar,ngewe
nihh astronot bacot,-1,kasar,bacot
njer makan jembut,-1,kasar,jembut
njirrr ngeliat muka kepingin garuk garuk pantat,-1,kasar,pantat
njirrr vagina ngilu asam urat vagina a tau bang,-1,tidak kasar,
no skip videokntol bego yah,-1,kasar,bego
yeah cium aroma vagina,-1,tidak kasar,
oi goblok tai,-1,kasar,goblok tai
oprasi vagina anjgt,-1,tidak kasar,
orang bego yg benci,-1,kasar,bego
orang buta ngatain ericko tampan,-1,kasar,buta
orang idiot jenius,-1,kasar,idiot
orang indo ngebacot awto capslock an yg yg buruk bro youtube bebas usia kasih tau yg skrng yg subcriber dah yg nonton power influencer kuat yg pengaruh orang yg aw karin jdi saran aj skrng konten yg langsung pintas makan jembut dipikirin power yg gede skrng saran doang makasih,-1,kasar,jembut
orang lestari rick toxic ngefek konten hibur ton dasar anak kampang,-1,kasar,kampang
orang yg nda suka video goblok nda suka nonton dasar orang kontol,-1,kasar,goblok kontol
orang yg ngehate pd so pinter bangat pdhl mah kiat bego elu,-1,kasar,bego
