,text,sentiment,labeling
5807,tobat lah wahai umat manusia,positif,tidak kasar
5808,tobat lu rick,positif,tidak kasar
5809,tobat suh udah punya pacar,positif,tidak kasar
5810,tocil,positif,tidak kasar
5811,tod,positif,tidak kasar
5812,tolong bahas ya bang kenapa jess no limit tiba tiba jadi pedofil trus cewe gw yg di embat ama dia please beri jelas kntl,negatif,kasar
5813,tolong buat music lagi bang lagu elo didik,negatif,kasar
5814,tolong dong bang main pubg liatin jantan lu bang gg savage ric too lim,negatif,kasar
5815,tolong dong eriko klo buat konten apa serah tapi bahasa jangan terlalu jorok contoh nyebut kelamin soal banyak anak kecil yang nonton nama anak kecil sd dibilangin susah,negatif,kasar
5816,tolong laporin ini video ya lapor,negatif,kasar
5817,tolong ngomong jorok nya di kirangin om wqwqwq,negatif,kasar
5818,tolong rick jangan ingetin gua bua subs lu,negatif,kasar
5819,tolong suporter channel saya dengan subscribe ya bro,negatif,kasar
5820,tonton ericko lim tonton qorygore dia ngedrift ngelilingin youtubers,positif,tidak kasar
5821,tonton keluarga harap berat,positif,tidak kasar
5822,tonton rick,positif,tidak kasar
5823,tonton terus video erick biar jadi dosa jariyah buat,negatif,kasar
5824,tonton komentar youtube logic,positif,tidak kasar
5825,too much earrape ea kntl,positif,tidak kasar
5826,toooooloooool,positif,tidak kasar
5827,top,positif,tidak kasar
5828,top komen besok mati,positif,tidak kasar
5829,toxic ajg,positif,tidak kasar
5830,toxic apa si bang,positif,tidak kasar
5831,toxic for lyfe ericko panutanq,positif,tidak kasar
5832,toxic is back kmren udah bilang gk bakal toxic lu bangkeep toxic,positif,tidak kasar
5833,toxic kamu lucu bang neng guaaa ajgggg,positif,tidak kasar
5834,toxic kata mutiara,positif,tidak kasar
5835,toxic lg bang wkwk,positif,tidak kasar
5836,toxic life,positif,tidak kasar
5837,toxic never diesl ini tawa mulu banyakin toxic nya bang wkwkwkkwkwk,positif,tidak kasar
5838,toxic parah nih orang aq penasaran gimana asa ortu mu ketika tau lu senang bicara kasar,positif,tidak kasar
5839,toxic ros mank,positif,tidak kasar
5840,toxic tapi tau waktu saat serius n saat becanda mantep tod,negatif,kasar
5841,toxic terus cokk,positif,tidak kasar
5842,toxic tetep subscribe,positif,tidak kasar
5843,toxic tingkat dewa v,positif,tidak kasar
5844,toxixnya rangin co,positif,tidak kasar
5845,trigered,positif,tidak kasar
5846,trigerrnah rasa jelek rena banyak yg ngebully lu itu ciri khas lu klw lu ubah lu bukan ericko lagi p,positif,tidak kasar
5847,trigger,positif,tidak kasar
5848,tripaloski pas pas tripaloski,positif,tidak kasar
5849,trs karya karna gk ada yutuber se bngst lu,positif,tidak kasar
5850,true story nak,positif,tidak kasar
5851,trus karya,positif,tidak kasar
5852,trus karya bang lim dan gue mau tanya filthyrick nya mana,positif,tidak kasar
5853,trus karya knttl kuda klo mnurutlo bner,positif,tidak kasar
5854,truss berkaryaaa eriko lim,positif,tidak kasar
5855,truss upload bang channel yg hibur,positif,tidak kasar
5856,tt,positif,tidak kasar
5857,ttp semangat bg,positif,tidak kasar
5858,tuhan lu online ya,positif,tidak kasar
5859,tuju,positif,tidak kasar
5860,tuju ajah hibur,positif,tidak kasar
5861,tuju gua emang kalau channel haterz fans kok lbih bnyk yg like ooo bye haterz,positif,tidak kasar
5862,tuju haters orang yg mampu bang erik kolim,positif,tidak kasar
5863,tuju jt giveway bang,positif,tidak kasar
5864,tuju kakak tampan,positif,tidak kasar
5865,tuju kamu gtg ajg i new fans u and i suport u good job,positif,tidak kasar
5866,tuju part like,positif,tidak kasar
5867,tul,positif,tidak kasar
5868,tulis sambung wkkwkwkwkwk,positif,tidak kasar
5869,tumben ini video gk ad iklan apakah karna baru upload v,negatif,kasar
5870,tumben kaga pake intro kiamat bang v,negatif,kasar
5871,tumben kgk sama pacar lu bang,negatif,kasar
5872,tumben lu pinter erickolim,negatif,kasar
5873,tumben sering upload,negatif,kasar
5874,tumben upload vidio tengah malam gin biasa x kan jam atau biar vie x banyak wkwkkw,negatif,kasar
5875,tunggu lanjut partnya,negatif,kasar
5876,tunggu part nya bg ericko lim semangat bang,negatif,kasar
5877,turunin gp anjeng,positif,tidak kasar
5878,turut aku yg bikin kamu kenal haters awal haters lama lama jadi fans lol,positif,tidak kasar
5879,tusuk,positif,tidak kasar
5880,tutorial yang sangad ber faedah sekali,positif,tidak kasar
5881,two,positif,tidak kasar
5882,ty bang lu jadi sering update sekarang,positif,tidak kasar
5883,type anji g it s too damn highhhhh,positif,tidak kasar
5884,typo atur toket,positif,tidak kasar
5885,u,positif,tidak kasar
5886,u the best bang,positif,tidak kasar
5887,uang banyak video family friendly palalu family friendly dasar uang haramh masyarakat terus karya bang karna kami soapers terus dukung lu bang tenang aja,positif,tidak kasar
5888,uanglu gak berkah,positif,tidak kasar
5889,udah bang terus aja berkaryaa eriko no limit pros tetetete dum tss dum tss wkwkwkwk,positif,tidak kasar
5890,udah biasa ae,positif,tidak kasar
5891,udah botak palak baawah nya,positif,tidak kasar
5892,udah ciri khas erick,positif,tidak kasar
5893,udah gak di endorse kapten hoki nusa dan alan suryajana,positif,tidak kasar
5894,udah gapapa biar ericko kaya su bro,positif,tidak kasar
5895,udah ggk usaahh di uruss,positif,tidak kasar
5896,udah gila dia wkwkw,negatif,kasar
5897,udah gila kali kamu hahahah,negatif,kasar
5898,udah gua subscribe,positif,tidak kasar
5899,udah jelas anjengg v dia kan yg penting adsense lancar,positif,tidak kasar
5900,udah juta aja si erik asa kemaren kemaren baru k subscriber,positif,tidak kasar
5901,udah kasih hidup ngurusin hidup orang eh hidup kamu kurang guna eaaaa emang hidup polling ig dulu wakoskaoa,positif,tidak kasar
5902,udah lama bikin video draw my life nya,positif,tidak kasar
5903,udah lama gak liat intro kayak gitu,positif,tidak kasar
5904,udah makan jemput hari ini,positif,tidak kasar
5905,udah njirr,positif,tidak kasar
5906,udah pada pusing mikrin haters yuk colay bareng kuy aku punya hentai banyak tinggal pilih loli,positif,tidak kasar
5907,udah pernah makan upil bom cok,positif,tidak kasar
5908,udah rame aja ajg,positif,tidak kasar
5909,udah subscribe icko,positif,tidak kasar
5910,udahlah usah ng heater buat apa coba ngeheat ada paedahnya,positif,tidak kasar
5911,udh,positif,tidak kasar
5912,udh bang gk ush ngurusin haters goblok yg penting karya terus,negatif,kasar
5913,udh dieue belum pacar lo rik hehe,positif,tidak kasar
5914,udh lama gw ga liat video lo yg se lucu ini sumpah mana aja lo lama ini ngakak pars,positif,tidak kasar
5915,udh pe a,positif,tidak kasar
5916,uhh goblog foto profil kamu aja gambar erpan goblog matisana,positif,tidak kasar
5917,uik uik uik,positif,tidak kasar
5918,umat rapstonot pada ke triggered,positif,tidak kasar
5919,un grt mang itu mank ytr tahun ini istimewa wkkwkw,positif,tidak kasar
5920,un like,positif,tidak kasar
5921,un suscribe erik goblok,negatif,kasar
5922,undang artis jav di ytri ric,positif,tidak kasar
5923,unsub aja kaga ada faedah nya youtuber gede karena ml mah ga akan tahan lama konten nya ngebosenin nora,positif,tidak kasar
5924,unsub aja udah banyak wkwkwkwk,positif,tidak kasar
5925,unsubs ngga ya unsubs ngga ya,positif,tidak kasar
5926,unsubs ya unsubs ya,positif,tidak kasar
5927,unsubscribe,positif,tidak kasar
5928,unsubscribe channelnya,positif,tidak kasar
5929,unsubscriber all,positif,tidak kasar
5930,untuk haters ericko emang nya kalian bisa bikin gitu apakah wajib tiap channel youtube harus didik apakah wajib kita harus aku muka orang ganteng ya kgk lah ingat belum ngomen itu koreksi diri dulu,positif,tidak kasar
5931,untuk kalian haters tonton video,positif,tidak kasar
5932,untung aku bukan kaum pantad tipis,positif,tidak kasar
5933,untung aku lahir caesar,positif,tidak kasar
5934,untung gua lahir jaman mecin kaya kamu laku kamu kaya bnr org diotisme omong kamu ras sosial media banyak org nonton goblok pelihara,negatif,kasar
5935,untung pake headset,positif,tidak kasar
5936,up,positif,tidak kasar
5937,up,positif,tidak kasar
5938,up,positif,tidak kasar
5939,up,positif,tidak kasar
5940,up,positif,tidak kasar
5941,up,positif,tidak kasar
5942,up,positif,tidak kasar
5943,up,positif,tidak kasar
5944,up,positif,tidak kasar
5945,up,positif,tidak kasar
5946,up,positif,tidak kasar
5947,up,positif,tidak kasar
5948,up lu lagi,positif,tidak kasar
5949,up up,positif,tidak kasar
5950,up up up,positif,tidak kasar
5951,upgrade pantad cuy biar kebal bait,positif,tidak kasar
5952,upill,positif,tidak kasar
5953,upin ipin kok,positif,tidak kasar
5954,upload pb lagi bang anti toxic,positif,tidak kasar
5955,upload tiap hari,positif,tidak kasar
5956,upload video musik lagi dong bang please rainy days itu gua puter terus ngentod,positif,tidak kasar
5957,upload vidio ngentod lo rick yang tuju like,positif,tidak kasar
5958,upzxzzxxxxxxxzzz botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak,positif,tidak kasar
5959,ur mom say u are the handsome man in the world so gapapalah klo kita anggap diri kita ganteng,positif,tidak kasar
5960,urus erick banyak haters gua bakal jadi fans setia kamu bang,positif,tidak kasar
5961,usah dengerin orang bg orang cuma iri tu emang bisa kamu kan tetap semangat bg,positif,tidak kasar
5962,usah dipeduliin bang,positif,tidak kasar
5963,usah ngegas kamu eric,positif,tidak kasar
5964,usah peduli apa kata haters cma iri aja sama kamu mngkin jg haters bayar channel belah anj ng ekwkw,positif,tidak kasar
5965,usah peduliin haters jadi diri sendiri aja bro,positif,tidak kasar
5966,usah pikirin hatersnya bang yg penting buat video ampe kiamat,positif,tidak kasar
5967,ush dipikirin omong hatersya yg nyakitin hati tu bang yg penting toxic kamu ilihat chanelnya,positif,tidak kasar
5968,uutramen,positif,tidak kasar
5969,uuuull,positif,tidak kasar
5970,uwes sub cokkk jancok mulai awal kon main cat mario,positif,tidak kasar
5971,uwuwuwuw bodoamat gw ttp sayang lo hehe,positif,tidak kasar
5972,uzumaki kontoru,positif,tidak kasar
5973,v,positif,tidak kasar
5974,v,positif,tidak kasar
5975,v,positif,tidak kasar
5976,v,positif,tidak kasar
5977,v,positif,tidak kasar
5978,v,positif,tidak kasar
5979,v,positif,tidak kasar
5980,v haters,positif,tidak kasar
5981,v qwkoawkoawoawo,positif,tidak kasar
5982,vangke tertawa,positif,tidak kasar
5983,vapor mem k erickolim idola gua slalu siap buat teken volume takut jumscare ape cuma gua yg gin wkwk punya channel mau ngapain emang situ gedein chanellnya liat proses bro jangan hasil fuck the haters,positif,tidak kasar
5984,vegana,positif,tidak kasar
5985,verified itu hanya bug,positif,tidak kasar
5986,video aku motivasi coment haters unsub kamu lol,positif,tidak kasar
5987,video asli cuma sampe menit jadi kalian jgn nonton ke menit karna yg punya channel ini mau dapet adsense gitu aja,positif,tidak kasar
5988,video buat jadi goblok,negatif,kasar
5989,video erick tuhh buat gua jadi semangat lagi gua tau knp gua stress gua nonton video erick gua selalu ketawa kaya org gila kwkwkwlkwkwkwkwkwkwkwqkwkwkwkwkwkwkwkwk,negatif,kasar
5990,video gin bang asik,positif,tidak kasar
5991,video ini ajar gw kalo lu dibully dari orang ya dibully balik wkwk,positif,tidak kasar
5992,video lama yg upload terus baru di upload anjirr,positif,tidak kasar
5993,video manfaat bro,positif,tidak kasar
5994,video nya mnt iklan se semesta ajg,positif,tidak kasar
5995,video yg gua tunggu rik kirik,negatif,kasar
5996,vidio abang semua lucu lucu kok bang bikin ketawa terus,positif,tidak kasar
5997,vidio menit iklan banyak,positif,tidak kasar
5998,view,positif,tidak kasar
5999,viewers,positif,tidak kasar
6000,views likenya rban gudd v,positif,tidak kasar
6001,views tp komen njirrr,positif,tidak kasar
6002,vincent alex aku fans nya,positif,tidak kasar
6003,vincent alex simak bos nga baca sini aku bacain,positif,tidak kasar
6004,viral video kocak satlantas aceh utara,positif,tidak kasar
6005,vlog banyakin kek,positif,tidak kasar
6006,volume kecilin bro kata kata yg jelas,positif,tidak kasar
6007,volume kecilin bro ada kata kata yg gk jelas,positif,tidak kasar
6008,vvadoo erico lim,positif,tidak kasar
6009,vvadooh bang erick terbully v,positif,tidak kasar
6010,vvibu mah bebad,positif,tidak kasar
6011,w dukung kamu rick,positif,tidak kasar
6012,w dukung kamu rik,positif,tidak kasar
6013,w gw orng kaya dan gw sekarang ngesub erick,positif,tidak kasar
6014,w lom sapskrep cuma bantu naikin vius,positif,tidak kasar
6015,w mau ngikut unsubs ah,positif,tidak kasar
6016,w nonton ngupil enak yg haqiqi,positif,tidak kasar
6017,w sk pribadi kamu coy wkwk,positif,tidak kasar
6018,w soapers garis keras ea tod,positif,tidak kasar
6019,w subs lo dri dooloo wktu msih di garena anjiinkk n vidio lo dri dooloo emng udh gk jlas tapi mnghibur bgsd,negatif,kasar
6020,wa gila gw nntn iklan menit g bisa di skip wkwkwkwkwk,negatif,kasar
6021,wa nonton vid bareng ortu ntaps,positif,tidak kasar
6022,wa siapp,positif,tidak kasar
6023,waaaaaaaaaaaa,positif,tidak kasar
6024,wadaw,positif,tidak kasar
6025,wadaw soapers club,positif,tidak kasar
6026,wadaw wadidaw mayan ajar vidio adalah jangan dengerin omong haters,positif,tidak kasar
6027,wadh udah lama liat tug intro,positif,tidak kasar
6028,wadoo haters aink siapa yak,positif,tidak kasar
6029,waduh anjinkkkk bagaimana rick tau kalau beli subscribe wjwkwkkw,negatif,kasar
6030,waduh berani berani majang muka presiden aku,negatif,kasar
6031,waduh nympil dewa corry gore,negatif,kasar
6032,waduh qorygore menit,negatif,kasar
6033,wah bang erik coli youtuber paten punya bukan kaleng kaleng,positif,tidak kasar
6034,wah foto son of zeus dimunculin qorygore awokwok,positif,tidak kasar
6035,wah parah lu ya udah ganteng bikin yt riwaind,positif,tidak kasar
6036,wah si erickkontoru nih cocok jadi tri didik biar anak dapat kurikulum yg timpal,positif,tidak kasar
6037,wah uploadnya sekarang cepat ya gak kaya dulu,positif,tidak kasar
6038,wahai para bocil waktu dan tempat di silah untuk berkomenria,positif,tidak kasar
6039,wahayy haters lenyap kau bumi,positif,tidak kasar
6040,wahh bang haters is sucks,positif,tidak kasar
6041,wahh gak bener nih masa channel agama banyak haters wah auto neraka mereka wkwkwk,positif,tidak kasar
6042,wahh jadi nih youtube rewind,positif,tidak kasar
6043,wahhh ada son of zeus qorygore mana suara,positif,tidak kasar
6044,wahhh ketawa lemes aku cok,positif,tidak kasar
6045,wahhhh bangsad semenjak aku nonton video kamu aku jadi makin ken nampol kamu wwkwkwk erick anjinh,positif,tidak kasar
6046,waiting for,positif,tidak kasar
6047,waiy,positif,tidak kasar
6048,wajar hates tanda nya kamu kenal,positif,tidak kasar
6049,wajib di lanjut,positif,tidak kasar
6050,wajib kecilin volume kwkakwwkk,positif,tidak kasar
6051,wajib pake earphone,positif,tidak kasar
6052,wajib trending,positif,tidak kasar
6053,wakakakak v,positif,tidak kasar
6054,wakakakakakaka kamu gokil bang,positif,tidak kasar
6055,walaupun kamu sering toxic tertawa njirr wkwk,positif,tidak kasar
6056,walaupun konten kamu faedah tetep hibur anjink,positif,tidak kasar
6057,walaupun lu kaya konyol,positif,tidak kasar
6058,walaupun ngomong nyh kya gitu tetep ajh aku tertawa ajg muka cem kontl bikin tertawa,positif,tidak kasar
6059,walaupun benci benci gw ma lu gw gabakal unsub lu kok kntl karna jujur aja gw ckup hibur ma konten lu ya ajg,positif,tidak kasar
6060,walaupun toxic ada benernya sih,positif,tidak kasar
6061,walpaht dylen mukaknya sam senyum dylen rambut dagu jyk walpht coba jelasin,positif,tidak kasar
6062,wanjir kaget wkwkkwkw ihi bulu kintoll kamu rick wkwkwan dikit napa njing jancokkk lloo kasi generasi muda njing,positif,tidak kasar
6063,wanjirr qorygore dong,positif,tidak kasar
6064,want join this team wkwk,positif,tidak kasar
6065,waokwaokkowakowakowakowaokwaokawkowaokawok,positif,tidak kasar
6066,warlen warpath daylen,positif,tidak kasar
6067,warlen wkwkw,positif,tidak kasar
6068,warning headphone user auto ke akhirat,positif,tidak kasar
6069,warning video isi konten toxic,positif,tidak kasar
6070,warpath daylenwkwkw,positif,tidak kasar
6071,warpath tapi daylen,negatif,kasar
6072,warrtm officialyt up,positif,tidak kasar
6073,watafack,positif,tidak kasar
6074,waw,positif,tidak kasar
6075,we are here,positif,tidak kasar
